pdb,F_I-sc,F_dG-cross/dSASAx100,F_dG-separated/dSASAx100,F_dSASA-polar,F_fa-dun,F_fa-intra-rep,F_fa-intra-sol-xover4,F_sc-value
3w66_1,-40.562,-3.517,-2.74,469.051,387.813,1.827,33.82,0.717
3wbi_8,-46.603,-1.437,27.4,1523.517,2979.744,12.791,222.052,0.539
3wbj_2,-46.597,-1.539,41.683,1573.025,2383.863,12.302,177.056,0.546
3wbj_6,-38.704,-1.614,32.801,1334.874,2429.364,12.062,178.92,0.464
3wgn_3,-23.328,-0.981,-1.256,1026.178,1674.697,8.418,116.862,0.406
3wkl_2,-39.696,-1.785,-1.541,919.995,1152.061,4.311,70.6,0.646
3wnk_2,-42.48,-1.717,-1.3,984.013,7292.414,916.434,387.901,0.0
3woa_1,-67.283,-2.633,-1.777,755.554,1557.944,9.431,173.448,0.741
3woi_1,-44.222,-4.783,121.499,360.015,3524.271,15.424,290.624,0.809
3wpw_1,-63.134,-3.091,-2.101,1098.902,846.849,3.794,71.039,0.693
3wud_1,-44.087,-2.937,46.507,701.339,638.987,2.96,58.505,0.565
3wxm_3,-28.416,-1.243,-0.655,818.156,3065.233,13.052,162.518,0.528
3zc9_1,-47.049,-2.632,34.048,738.17,693.094,3.303,60.881,0.616
3zig_1,-56.411,-4.001,-2.292,548.791,459.472,2.238,25.498,0.718
3zl7_8,-24.746,-0.864,65.751,1277.194,2018.48,6.085,117.077,0.492
3zpg_1,-154.249,-4.03,-3.348,1523.25,1452.247,7.033,130.531,0.733
3zrd_1,-37.822,-2.646,41.801,400.781,617.453,2.688,54.601,0.611
3zrt_1,-67.208,-2.281,-1.791,1347.331,924.467,5.046,74.716,0.642
3zyl_1,-55.91,-2.617,-1.828,710.126,929.055,5.989,105.307,0.72
4a12_9,-51.07,-1.712,-0.609,1733.389,1017.504,3.653,77.169,0.619
4a56_1,-25.654,-2.087,-1.095,627.058,393.162,1.712,40.369,0.651
4a64_5,-58.213,-1.752,-0.889,1157.385,1923.605,9.868,160.807,0.606
4a7p_1,-126.908,-2.346,-1.722,1566.374,3248.324,12.618,160.466,0.547
4aj7_1,-30.777,-2.147,0.345,546.494,483.634,2.854,50.088,0.604
4aqf_9,-41.83,-1.299,-0.118,1828.06,4684.111,18.42,197.919,0.585
4aqt_3,-44.088,-1.492,194.528,1179.109,2125.862,8.918,156.616,0.55
4aw3_1,-29.103,-1.112,-0.68,1269.009,2027.586,9.536,166.907,0.414
4axv_2,-39.794,-2.045,-0.983,1006.594,1210.432,5.718,107.157,0.616
4ayg_2,-49.566,-1.712,-0.643,1447.865,3913.899,19.582,438.947,0.682
4ayn_1,-47.304,-1.737,-1.328,840.701,493.738,2.069,53.691,0.615
4b87_1,-40.343,-1.737,19.748,1088.715,1442.165,7.871,127.155,0.584
4bbr_39,-16.091,-2.784,-1.133,368.526,11145.953,23.882,473.547,0.615
4bkm_1,-91.711,-2.423,31.566,866.882,1390.441,18.89,101.063,0.645
4bla_10,-35.956,-1.74,-1.381,1037.119,3193.076,16.211,282.531,0.489
4bq8_3,-44.938,-1.276,2.365,802.505,1123.892,2.916,57.269,0.52
4c0o_1,-38.601,-1.553,-0.852,1273.851,5555.146,23.248,399.576,0.61
4c0p_1,-24.155,-0.999,0.009,953.416,9396.263,604.297,455.318,0.381
4c0s_1,-48.629,-1.005,-0.185,2371.314,3837.156,13.694,175.303,0.48
4c5g_6,-33.185,-1.401,-1.193,1362.206,1572.092,9.981,169.535,0.515
4c98_1,-51.828,-2.788,-1.795,629.628,1090.086,5.746,92.829,0.661
4ccf_7,-33.399,-1.721,532.472,692.893,3731.842,527.179,137.804,0.0
4cgr_1,-50.366,-2.619,-2.216,636.681,942.606,4.814,80.549,0.621
4chl_1,-47.081,-2.776,-2.517,605.766,968.709,4.686,88.813,0.594
4ckl_2,-63.461,-2.369,-1.549,950.513,1836.812,10.164,187.909,0.651
4ckm_2,-72.925,-4.142,-3.624,652.862,599.378,3.318,53.412,0.816
4ckn_2,-80.274,-2.918,-1.864,723.151,952.921,4.116,74.921,0.678
4cmp_11,-22.946,-0.829,0.164,1173.894,11439.14,709.916,586.946,0.0
4cqo_2,-34.347,-1.279,-0.018,1115.424,2369.505,14.066,231.218,0.508
4cqo_7,-50.194,-1.585,-0.982,1378.586,2467.761,13.976,232.9,0.591
4cyj_12,-38.077,-1.127,-0.848,1469.97,1888.081,9.869,177.288,0.508
4czm_1,-34.903,-1.776,-0.677,915.263,2323.648,8.295,108.003,0.581
4czm_5,-28.05,-1.146,-0.499,1162.423,2229.122,8.42,108.045,0.485
4d6y_1,-34.139,-2.542,-1.902,407.486,579.386,2.206,50.441,0.654
4d94_2,-58.374,-1.587,31.599,1802.411,6770.486,29.25,511.227,0.534
4d9o_1,-51.661,-2.281,-1.788,798.163,1012.799,5.641,73.502,0.705
4da4_1,-34.001,-1.286,-0.639,995.956,5013.535,23.845,356.436,0.467
4dez_3,-43.22,-1.228,-0.669,1069.623,1031.951,6.125,78.776,0.486
4dj2_1,-41.698,-1.864,-1.459,658.854,1999.974,10.851,117.086,0.544
4dj3_1,-47.63,-2.16,-1.346,590.532,1876.429,7.75,117.557,0.733
4dkc_1,-44.618,-3.078,73.224,386.097,680.991,4.009,67.372,0.673
4dmz_1,-57.328,-2.025,-1.016,1301.171,1125.287,6.824,115.122,0.631
4dq0_1,-48.913,-1.658,-0.881,1164.927,877.775,4.906,81.526,0.628
4ds3_1,-46.378,-2.953,-2.639,520.363,632.599,3.657,64.958,0.709
4dsc_1,-45.584,-1.766,-1.268,906.158,650.347,3.615,69.458,0.645
4du5_2,-48.219,-2.644,-1.382,904.449,1836.154,6.825,99.26,0.572
4dup_1,-92.91,-3.411,-2.877,1035.754,2095.338,9.74,101.702,0.676
4dvh_1,-51.671,-2.733,-1.505,871.769,882.974,3.443,81.313,0.72
4dyw_3,-76.334,-3.55,-3.481,675.227,497.268,2.667,49.045,0.752
4e04_1,-70.735,-2.397,-1.263,1005.811,1467.511,7.353,125.483,0.604
4e4j_2,-33.717,-1.457,-1.003,700.991,1671.921,10.268,151.583,0.513
4e5y_1,-81.26,-3.448,-1.59,812.673,2125.541,9.152,143.59,0.629
4e69_2,-55.968,-3.052,-2.876,816.843,930.812,5.853,107.14,0.8
4e86_14,-18.519,-2.041,28.799,428.324,224.972,1.802,10.109,0.664
4e89_2,-45.556,-1.65,-0.907,910.615,842.057,4.195,69.356,0.635
4eht_1,-32.23,-3.097,-2.741,410.16,1089.349,6.347,97.665,0.766
4eib_6,-140.284,-3.857,-3.602,1647.29,417.786,2.266,42.189,0.774
4emb_2,-26.958,-1.807,-0.662,717.569,934.886,5.354,100.273,0.675
4eo9_1,-38.99,-1.777,-1.222,766.212,1076.887,4.98,95.703,0.567
4epl_2,-42.004,-1.455,-0.94,923.623,2068.794,13.904,223.38,0.584
4eru_1,-65.273,-2.296,-1.491,919.597,716.447,3.439,66.071,0.507
4ese_1,-63.222,-2.695,-2.521,800.858,631.169,4.297,62.86,0.677
4ex4_1,-34.417,-1.437,-0.704,976.487,2833.288,15.929,277.431,0.473
4exn_1,-43.682,-3.13,82.079,385.189,1056.523,5.79,73.369,0.647
4exo_1,-42.34,-2.518,-1.91,358.785,604.447,2.947,64.798,0.7
4exq_2,-65.084,-2.501,-2.165,968.288,1197.145,6.858,137.211,0.651
4f2n_2,-48.177,-2.48,-1.59,810.815,778.396,5.548,88.956,0.719
4f7o_1,-31.365,-1.409,0.732,919.28,1834.772,7.151,103.646,0.405
4f7r_11,-37.971,-2.591,26.784,282.196,1994.581,70.087,115.329,0.0
4f82_1,-39.189,-2.502,-2.303,396.716,548.423,3.246,52.917,0.553
4fbi_1,-77.916,-4.185,-4.023,427.02,354.41,3.306,33.952,0.728
4fdb_1,-90.17,-3.208,-2.86,1235.896,278.615,2.058,35.243,0.779
4fhl_2,-44.344,-1.836,-1.043,929.12,1191.437,7.962,120.647,0.484
4flb_1,-34.142,-1.829,-0.852,898.994,460.17,2.884,58.945,0.6
4fn9_1,-19.793,-1.879,-0.542,332.999,1963.425,9.647,111.126,0.494
4fna_6,-26.074,-0.9,0.373,1280.169,2463.661,9.371,129.024,0.386
4fqn_1,-48.613,-2.518,-1.775,784.584,355.246,2.33,48.694,0.694
4fqu_5,-29.1,-1.481,0.231,682.232,2484.462,13.209,139.23,0.617
4fr2_1,-50.299,-0.52,5.564,1144.751,2755.491,13.381,160.699,0.591
4ft4_1,-47.408,-1.283,-0.87,1557.811,5474.428,31.09,298.58,0.587
4fzp_1,-62.993,-3.093,-2.559,565.167,303.89,1.945,40.279,0.813
4g0a_16,-63.559,-1.824,-1.146,1276.319,1227.195,9.266,133.88,0.652
4g0b_5,-46.465,-1.24,-0.7,1449.138,2339.974,10.158,160.18,0.587
4g1l_10,-41.495,-1.805,-0.384,849.667,2649.219,9.577,125.447,0.581
4g2e_1,-51.314,-2.349,-2.275,407.627,476.515,3.653,59.837,0.639
4g37_4,-36.428,-1.692,-0.68,1147.915,2369.166,18.359,196.493,0.603
4g3u_6,-64.149,-2.571,-1.48,835.284,1461.276,8.815,143.078,0.611
4g7n_1,-48.073,-1.712,42.34,1042.884,1127.273,6.397,97.366,0.57
4g8t_2,-50.522,-1.922,-1.496,1155.364,1501.45,9.176,181.415,0.619
4ga4_1,-68.674,-2.383,-1.069,1193.358,2142.396,17.467,142.236,0.612
4gc9_1,-81.909,-2.396,-1.974,794.7,1391.278,7.948,126.245,0.624
4gdy_11,-42.294,-1.866,-3.041,717.33,2639.905,7.661,162.17,0.609
4gew_4,-140.595,-2.77,-2.349,2023.966,1428.295,7.937,152.626,0.661
4gmg_11,-30.699,-0.995,-0.212,1117.645,1721.737,7.718,136.522,0.563
4gmk_1,-74.213,-3.085,-2.925,1007.149,1060.603,5.201,89.386,0.601
4gml_1,-34.715,-1.639,-0.658,812.007,1299.6,6.317,110.663,0.624
4gtw_1,-43.95,-1.271,151.172,1685.547,3348.251,16.967,290.625,0.443
4guz_5,-55.171,-2.919,-2.755,682.559,1139.95,5.038,109.565,0.722
4gvl_7,-34.861,-1.019,-0.041,1464.779,3744.785,9.959,168.267,0.454
4h2i_1,-61.67,-2.189,59.113,1141.388,2570.996,13.427,231.137,0.555
4h6u_1,-216.486,-4.156,-3.549,2165.245,706.499,5.327,63.257,0.719
4h6z_1,-100.161,-3.531,-2.538,1238.642,813.831,3.994,61.241,0.631
4hc1_28,-73.917,-1.848,34.883,1124.568,794.613,4.398,59.232,0.526
4hd0_5,-30.484,-0.419,0.286,967.342,2971.441,22.916,175.766,0.475
4hdg_1,-38.285,-1.528,-1.07,852.256,3730.183,17.051,279.29,0.645
4hf7_1,-26.082,-1.362,-0.364,725.278,808.004,3.91,80.729,0.514
4hhe_4,-107.833,-2.177,-1.274,2099.001,1401.339,7.41,116.068,0.509
4hj1_6,-62.467,-1.547,161.061,1137.801,2069.279,8.194,155.068,0.5
4hne_6,-60.103,-1.283,0.171,1206.952,2632.368,10.6,163.177,0.486
4hok_1,-50.799,-1.58,-0.975,957.408,2233.289,11.08,133.655,0.67
4hwx_1,-48.749,-2.648,68.407,488.202,351.051,1.7,32.967,0.543
4i15_1,-29.172,-2.005,-1.246,665.849,1142.535,8.039,143.879,0.548
4i1m_4,-72.16,-2.271,-1.173,1236.678,1897.432,10.104,133.538,0.661
4i1t_1,-35.413,-1.683,-1.281,836.57,1345.283,6.85,83.105,0.419
4i24_3,-75.671,-2.458,-1.129,1236.587,1236.245,8.182,126.496,0.676
4i5q_1,-68.949,-3.456,76.062,676.649,1037.112,4.873,83.428,0.66
4i6s_9,-101.903,-3.907,-3.709,870.332,207.049,1.648,31.047,0.805
4i8c_13,-31.393,-1.614,-0.414,870.077,2204.801,11.74,204.189,0.501
4ic3_1,-61.353,-3.361,-2.178,540.562,243.905,1.766,24.428,0.71
4ikm_1,-14.139,-0.761,0.229,706.926,1834.737,10.161,190.469,0.661
4ina_1,-62.021,-3.365,-3.055,391.682,1959.934,10.468,168.677,0.656
4iry_1,-31.516,-1.059,-0.444,935.205,3752.358,17.665,176.681,0.388
4iyp_5,-66.138,-1.928,-0.142,816.244,939.453,3.785,53.333,0.517
4iys_1,-62.677,-1.774,-0.683,1086.773,751.989,4.524,71.859,0.564
4j2p_1,-91.421,-2.578,-1.548,1202.64,910.555,5.445,107.286,0.649
4j9a_11,-53.355,-2.86,-2.712,666.093,503.698,4.284,50.047,0.659
4jc8_1,-61.332,-2.321,-0.81,877.498,3906.711,17.322,251.035,0.58
4jdl_2,-31.402,-1.975,-0.41,719.944,1322.607,7.764,75.785,0.58
4je1_1,-52.785,-3.18,33.08,664.639,423.177,3.014,52.401,0.713
4jp4_1,-81.822,-3.267,-2.846,837.482,623.738,3.386,68.756,0.715
4ju5_1,-77.218,-2.124,-1.291,952.773,974.407,4.276,85.04,0.534
4jz2_1,-38.335,-2.29,-1.313,542.321,771.71,4.741,92.71,0.748
4k30_3,-37.595,-2.022,-1.419,472.396,731.602,3.806,63.132,0.454
4k5s_1,-33.452,-1.577,-0.429,932.857,1671.917,10.9,185.951,0.517
4kcx_1,-38.933,-2.16,-1.983,567.611,670.446,3.158,45.78,0.648
4kgb_1,-132.005,-2.663,-2.181,1714.644,2530.513,11.025,166.875,0.705
4kkd_1,-28.059,-1.158,232.601,1199.097,2844.317,12.549,160.652,0.555
4kmd_4,-62.0,-2.068,-1.392,1128.281,1653.981,8.103,156.096,0.634
4knh_1,-53.343,-1.628,-0.926,1234.87,4368.941,22.423,415.034,0.662
4knh_4,-26.005,-1.432,-1.035,756.532,4088.705,21.641,399.428,0.559
4kv9_1,-42.016,-1.874,-1.616,866.304,1246.399,6.55,110.112,0.67
4kvr_2,-46.279,-3.061,-1.647,628.74,858.892,5.416,108.214,0.677
4kxf_17,-40.065,-0.689,0.082,1401.456,9143.319,27.296,360.296,0.474
4kyx_1,-72.579,-3.283,-2.687,704.781,566.581,3.445,64.219,0.775
4l3q_1,-30.896,-1.504,0.065,752.136,3442.166,10.897,205.018,0.701
4l4w_9,-35.502,-1.437,-0.969,1136.36,861.872,5.326,91.228,0.537
4l4z_1,-42.909,-2.635,-0.771,564.304,1330.001,6.228,82.652,0.542
4l7e_1,-140.984,-2.911,-1.942,1565.782,821.089,4.448,99.364,0.675
4l85_1,-34.811,-2.887,-2.135,374.424,568.678,2.713,46.328,0.812
4ld8_1,-48.858,-2.867,-2.016,598.493,927.066,5.922,78.755,0.668
4ldb_4,-35.655,-1.647,-0.845,677.71,1296.695,7.694,92.488,0.468
4ldz_1,-55.31,-2.843,-2.089,811.337,787.365,3.377,67.831,0.755
4le0_1,-56.367,-3.172,-2.41,636.274,919.524,2.338,47.008,0.746
4lev_3,-56.417,-2.008,-0.384,1091.599,2225.447,10.244,163.846,0.569
4lft_1,-30.481,-2.487,194.502,499.694,250.375,1.211,24.806,0.38
4lhc_2,-56.209,-1.639,-1.218,1617.574,3502.172,20.518,349.925,0.627
4lir_1,-50.802,-3.996,-3.207,499.123,350.591,1.538,33.836,0.796
4ljk_2,-46.514,-2.67,-2.207,638.213,1275.359,6.682,79.025,0.688
4lmf_6,-47.163,-2.314,166.551,522.36,1293.225,6.011,122.9,0.644
4lo5_2,-28.184,-1.143,-0.91,1158.081,2320.656,11.507,171.017,0.441
4low_1,-39.217,-3.319,-2.529,525.018,291.59,1.366,35.879,0.792
4lrw_1,-17.038,-2.185,-0.411,370.779,581.366,3.958,71.313,0.6
4lw8_1,-51.951,-3.524,-3.11,289.6,916.931,6.296,107.872,0.66
4lza_1,-92.421,-3.001,-2.155,1145.301,727.012,4.005,61.525,0.68
4m58_1,-61.802,-1.94,-0.492,1058.544,733.706,5.842,68.246,0.489
4mdh_1,-85.84,-2.395,-1.098,1183.64,3592.795,12.641,122.258,0.603
4mei_1,-37.989,-2.459,-1.93,596.246,722.498,3.438,62.292,0.633
4mhr_2,-70.566,-2.943,-2.826,769.015,1339.097,6.079,121.983,0.763
4mko_2,-60.69,-2.78,-2.402,821.128,836.148,4.198,90.022,0.713
4mkq_1,-62.306,-2.559,-1.787,874.105,746.385,3.138,60.323,0.749
4mmm_5,-46.056,-2.645,-2.426,406.825,647.088,3.248,58.611,0.67
4mqb_1,-18.117,-1.378,-0.457,736.057,809.782,4.828,88.606,0.428
4muo_1,-71.685,-2.886,-2.562,863.33,1270.163,7.07,123.033,0.736
4n3v_1,-65.25,-2.679,-1.195,895.212,682.651,3.481,73.144,0.715
4n4a_3,-57.007,-0.708,0.082,1248.541,2002.843,10.83,194.049,0.534
4nf1_4,-49.532,-3.389,-2.677,630.987,616.98,3.442,69.029,0.716
4ngf_4,-57.737,-2.151,-1.174,963.963,1721.788,8.941,110.685,0.618
4nif_2,-47.281,-2.111,-1.452,869.863,1287.826,7.34,130.917,0.542
4nk0_2,-34.289,-2.469,-1.662,436.19,355.561,2.307,45.205,0.745
4nld_3,-42.366,-1.514,-1.129,1320.068,2657.848,8.911,186.015,0.478
4nnz_2,-39.578,-1.704,-1.154,729.775,3163.264,13.614,180.692,0.557
4npj_1,-59.099,-1.499,-0.729,1418.143,1386.252,6.657,117.7,0.531
4nqq_1,-54.059,-3.11,-2.422,637.58,768.395,4.743,85.092,0.777
4nsv_1,-19.287,-1.641,94.598,381.592,684.947,4.519,93.665,0.605
4nuq_1,-62.421,-3.523,-2.576,596.125,864.45,4.716,78.126,0.658
4nvr_1,-60.294,-2.985,-2.178,513.899,1136.596,6.834,131.719,0.691
4nwc_2,-30.962,-1.163,32.037,560.842,1006.252,6.212,102.748,0.469
4nxf_1,-31.669,-1.857,-1.449,641.875,397.054,2.702,51.962,0.424
4nxw_2,-25.626,-1.326,-0.612,794.886,1556.965,7.866,131.905,0.475
4nzj_2,-65.165,-2.386,20.398,1636.29,1570.293,9.658,192.127,0.619
4nzq_2,-20.351,-1.988,681.862,318.22,3841.463,13.413,241.854,0.418
4nzv_1,-49.875,-3.182,-0.826,269.691,1528.294,10.496,145.583,0.762
4o03_1,-27.932,0.394,237.736,1884.366,5403.212,15.682,287.564,0.413
4o1h_1,-31.589,-1.857,-1.023,578.788,857.604,3.641,36.729,0.402
4o1i_2,-37.671,-2.28,-0.975,615.769,688.03,2.509,34.635,0.531
4o1r_2,-36.166,-3.169,-3.144,463.737,477.193,3.11,46.051,0.783
4o1w_1,-38.151,-2.686,-2.432,779.757,238.091,1.402,22.871,0.762
4o67_1,-18.887,-1.864,0.488,494.991,1971.489,10.947,170.817,0.413
4o7v_1,-73.186,-2.934,-2.017,819.692,1061.832,5.232,95.846,0.635
4o9k_1,-71.854,-2.637,-1.258,1155.589,435.053,2.829,49.152,0.606
4oar_3,-58.894,-2.235,-1.16,1116.651,1271.23,6.137,101.442,0.636
4ofd_1,-24.406,-1.806,151.298,552.38,1201.312,4.695,72.532,0.295
4ohc_2,-77.112,-3.039,-2.366,1299.132,842.159,4.981,88.019,0.724
4oie_1,-64.176,-4.045,181.421,789.558,722.462,3.688,73.805,0.713
4oja_1,-51.802,-3.404,-3.134,460.524,926.1,3.499,55.599,0.713
4oky_1,-40.627,-2.1,-0.735,684.369,2691.396,8.91,128.532,0.507
4omv_1,-38.717,-2.184,-0.872,540.571,1161.013,4.123,77.53,0.581
4oph_1,-39.749,-1.493,-1.049,1051.454,1829.096,10.988,88.099,0.503
4ov8_5,-73.606,-1.798,37.553,1938.417,1748.875,9.622,165.022,0.587
4p2l_1,-29.173,-1.339,142.278,1006.366,1835.622,11.232,210.811,0.53
4p3o_5,-44.634,-1.524,-0.731,1275.053,1913.946,9.952,186.063,0.568
4p3w_1,-66.93,-2.376,-1.847,1203.294,946.049,41.488,58.681,0.662
4p52_2,-83.872,-2.776,-1.997,1071.523,1357.414,6.551,106.067,0.678
4p7o_1,-57.497,-2.215,-1.154,1100.894,1372.511,8.195,154.649,0.722
4paa_1,-32.181,-1.593,-0.66,1081.186,3852.055,17.844,337.593,0.595
4pbc_1,-359.236,-3.507,-2.919,3897.662,829.702,6.226,106.673,0.75
4pbe_1,-95.585,-3.122,-2.527,1354.432,1212.321,8.26,133.48,0.649
4pel_7,-28.65,-0.969,-0.371,1279.175,3119.541,12.195,222.571,0.441
4pfe_1,-58.739,-2.082,-1.114,1557.95,1905.242,8.088,146.219,0.666
4ph6_1,-73.002,-3.629,-2.881,523.55,951.331,5.943,96.026,0.782
4pln_1,-30.369,-1.143,494.753,1134.312,2684.012,10.643,185.57,0.569
4pob_1,-35.156,-3.019,-2.464,516.274,333.021,2.016,38.377,0.677
4ppy_1,-51.295,-2.344,-2.158,889.803,697.003,4.205,84.42,0.589
4pr3_1,-88.442,-3.223,-2.467,753.77,823.559,4.639,70.391,0.655
4pwz_1,-37.469,-1.493,-98.987,1170.829,1219.542,9.221,140.504,0.637
4pyz_1,-23.227,-0.987,-0.466,1023.517,1484.111,4.545,114.05,0.348
4pz8_4,-36.446,-0.975,-0.037,1464.891,1880.461,9.413,173.383,0.458
4pz9_1,-49.628,-3.131,-2.954,773.278,958.674,4.528,79.506,0.697
4pzk_1,-99.475,-3.174,-2.952,1358.992,626.819,3.904,72.721,0.751
4q5y_1,-35.384,-1.578,25.609,1042.978,2289.878,18.732,147.734,0.5
4q7e_1,-47.574,-2.679,-2.214,682.479,528.73,3.078,60.078,0.698
4q7j_22,-28.108,-1.152,-0.305,1044.042,3082.525,14.063,227.818,0.37
4q96_2,-109.858,-3.289,-2.541,1001.127,551.039,3.238,60.424,0.749
4q97_1,-43.651,-2.176,43.035,558.519,771.046,2.201,38.334,0.421
4q9a_1,-63.31,-3.046,-2.237,589.425,1157.549,4.051,88.895,0.649
4qbo_1,-58.176,-2.934,-2.178,583.677,286.846,2.061,31.394,0.762
4qdh_1,-33.044,-1.226,66.982,1270.407,2343.259,10.219,152.605,0.527
4qds_1,-38.616,-1.623,30.848,498.983,1804.193,257.679,110.526,0.0
4qf2_1,-45.947,-2.811,-2.176,523.59,187.181,1.002,21.777,0.734
4qf3_3,-52.39,-2.789,-2.185,725.338,212.152,1.163,19.143,0.631
4qgb_1,-34.543,-1.195,-0.595,955.747,1545.862,6.704,87.057,0.481
4qhh_3,-63.363,-2.63,-2.116,684.504,724.097,2.299,51.822,0.58
4qhi_1,-61.98,-2.462,-1.774,882.112,635.354,2.481,52.379,0.709
4qhj_1,-60.212,-2.495,-1.188,780.055,494.913,2.524,50.139,0.651
4qin_1,-60.21,-2.039,108.941,561.289,2305.107,9.068,171.01,0.642
4qxw_1,-68.505,-4.143,-2.893,606.995,385.876,2.42,47.85,0.818
4ray_1,-161.102,-4.925,-4.324,814.907,473.373,2.907,67.178,0.772
4rb0_7,-58.769,-2.224,-1.634,1132.622,514.935,2.855,67.097,0.616
4rct_1,-89.196,-2.917,-1.936,1026.173,1716.845,8.483,155.292,0.646
4re8_3,-39.22,-2.718,-1.457,162.545,1352.939,6.758,99.737,0.63
4red_1,-86.166,-1.847,-0.682,1630.416,2007.257,11.74,144.555,0.52
4red_8,-72.14,-1.778,-1.094,1639.366,2003.747,11.23,138.141,0.616
4rfp_1,-31.665,-1.599,244.744,730.507,515.762,2.488,57.269,0.548
4rly_3,-62.725,-2.077,-1.16,1299.71,1857.34,65.498,128.553,0.536
4rmm_1,-57.568,-2.331,-2.088,796.588,911.739,4.968,65.478,0.571
4rnj_1,-32.263,-1.546,-0.647,764.226,1237.644,6.475,105.222,0.618
4rxj_2,-119.991,-3.681,-3.157,907.586,437.181,2.417,46.626,0.776
4rz0_1,-42.559,-1.943,-1.822,811.602,373.628,3.186,39.28,0.465
4rzk_1,-36.995,-3.063,-2.475,593.477,878.041,3.757,34.658,0.766
4s3m_1,-11.159,-1.381,-0.434,391.319,1266.543,7.395,117.917,0.339
4tkx_3,-30.805,-1.777,1.079,874.513,3529.837,547.364,194.944,0.0
4tkz_2,-103.727,-3.159,-2.842,1019.02,502.069,3.286,47.826,0.695
4tmb_2,-43.126,-2.463,-2.324,621.849,1814.405,8.897,173.391,0.555
4trt_1,-80.119,-3.577,-3.039,877.952,1324.955,7.1,124.484,0.687
4tse_1,-69.222,-3.078,-2.581,1032.347,531.813,3.299,51.899,0.721
4tt4_1,-26.971,0.0,-0.017,148.357,666.37,3.319,69.004,0.566
4ttw_1,-38.943,-2.674,-2.472,535.676,513.559,3.214,48.087,0.715
4twa_2,-49.5,-1.695,-0.761,1028.518,3043.474,14.868,212.67,0.585
4u04_1,-65.471,-3.502,-3.19,739.748,1937.82,6.486,133.108,0.658
4u59_2,-31.06,-1.424,2.998,930.066,9809.801,995.289,686.351,0.0
4u5k_1,-38.036,-1.955,4.995,760.224,5240.659,605.295,218.794,0.0
4u66_5,-30.207,-1.457,-0.993,881.113,1280.227,5.616,97.74,0.581
4u9o_3,-61.886,-2.338,-1.912,1037.374,1062.202,6.932,106.248,0.657
4v07_1,-80.208,-2.941,-2.022,1046.064,933.803,4.907,85.35,0.666
4w4j_5,-62.274,-1.526,-1.04,1223.184,1350.286,6.791,94.608,0.563
4w8c_6,-47.344,-0.77,0.715,1596.782,1319.298,115.155,74.796,0.0
4w8j_6,-19.517,-1.473,-1.429,640.774,16246.172,1714.277,595.355,0.0
4w8p_5,-58.635,-1.889,-1.224,1611.964,1008.417,5.206,105.978,0.548
4whj_1,-56.737,-2.56,-1.898,721.007,1958.355,14.214,254.695,0.584
4wlm_2,-44.945,-1.816,22.173,946.026,1511.056,6.503,129.352,0.63
4wny_1,-63.695,-2.143,-0.63,650.235,512.684,2.991,54.423,0.666
4wov_3,-28.475,-1.641,-1.053,878.099,849.852,4.514,93.347,0.429
4wph_1,-43.544,-1.681,-1.003,1328.69,1777.592,8.014,149.492,0.494
4wt0_1,-33.936,-3.454,-2.979,332.001,313.448,1.842,29.108,0.733
4wvr_2,-46.744,-2.449,65.347,611.483,344.505,2.096,32.6,0.768
4wwc_3,-29.501,-1.396,-1.091,1086.13,1371.03,6.359,87.845,0.617
4wzh_4,-26.364,-1.148,-0.92,839.065,1106.032,7.213,102.799,0.491
4x0r_1,-60.166,-2.295,-1.29,774.236,1438.357,8.14,110.261,0.543
4x94_4,-26.1,-1.478,31.622,866.726,1686.983,8.869,152.628,0.439
4xar_1,-50.939,-2.213,108.095,843.89,2277.786,8.514,185.882,0.76
4xas_1,-34.701,-1.817,150.662,573.985,2602.055,8.251,174.841,0.571
4xbd_3,-18.998,-1.98,-1.838,281.46,481.089,4.41,46.267,0.697
4xea_1,-51.256,-2.156,-1.79,822.856,1798.078,9.186,197.323,0.639
4xss_5,-36.725,-1.504,310.404,1091.553,1596.576,6.251,123.617,0.506
4xvv_1,-62.477,-2.698,20.92,777.25,292.731,1.394,29.709,0.741
4xws_2,-39.397,-1.663,-1.064,793.294,901.962,4.894,71.653,0.584
4y5u_1,-64.936,-2.707,-1.724,966.42,4732.976,18.117,215.292,0.671
4ye0_1,-31.998,-2.372,-1.663,703.021,615.055,2.057,42.066,0.565
4yet_1,-50.696,-2.852,-1.844,614.57,650.081,4.085,75.88,0.687
4yh6_1,-48.067,-0.923,84.439,1603.295,2304.701,8.25,131.248,0.537
4yiw_1,-50.227,-2.705,-2.254,559.747,1714.501,7.572,164.789,0.769
4yl6_4,-88.385,-3.625,-2.05,1058.347,350.05,2.456,45.356,0.642
4ytv_3,-44.805,-1.979,28.525,641.944,178.036,1.356,28.179,0.58
4yxf_1,-98.302,-3.107,-1.891,990.911,1206.656,7.437,90.092,0.566
4yyy_1,-29.813,-1.475,-0.459,629.764,2642.391,14.402,167.069,0.411
4zai_4,-77.808,-3.855,52.273,872.322,385.014,2.151,31.039,0.757
4zch_5,-48.734,-1.415,57.408,1677.735,2217.751,7.993,146.307,0.468
4zdu_4,-30.63,-1.483,0.024,1074.828,1621.908,10.391,154.832,0.434
4zhr_4,-51.881,-1.774,-1.394,1475.535,2281.232,13.84,233.178,0.633
