PDB_ID,I_Class_RFC_a,I_Probability_true_RFC_all_feat,I_Class_NN_a,I_Probability_true_NN_all_feat,I_Class_RFC_s,I_Probability_true_RFC_selected,I_Class_NN_s,I_Probability_true_NN_selected,Training
4jc8_1.pdb,True,0.812, True,1.0,True,0.874, True,0.988,No
4jdl_2.pdb,True,0.676, True,0.907,True,0.72, True,0.788,No
4je1_1.pdb,True,0.827, True,0.974,True,0.875, True,0.943,No
4jp4_1.pdb,True,0.815, True,0.983,True,0.883, True,0.929,No
4ju5_1.pdb,True,0.835, True,1.0,True,0.697, True,0.953,No
4jz2_1.pdb,True,0.676, True,0.89,True,0.738, True,0.779,No
4k30_3.pdb,True,0.742, True,0.981,True,0.708, True,0.892,No
4k5s_1.pdb,True,0.652, True,0.572,False,0.416, True,0.805,No
4kcx_1.pdb,True,0.746, True,0.962,True,0.707, True,0.902,No
4kgb_1.pdb,True,0.768, True,1.0,True,0.733, True,0.973,No
4kkd_1.pdb,True,0.582,False,0.388,True,0.617, True,0.752,No
4kmd_4.pdb,True,0.767, True,0.891,True,0.779, True,0.896,No
4knh_1.pdb,True,0.854, True,0.556,True,0.886, True,0.953,No
4knh_4.pdb,False,0.283,False,0.0,False,0.196,False,0.021,No
4kv9_1.pdb,True,0.75, True,0.978,True,0.789, True,0.913,No
4kvr_2.pdb,True,0.918, True,0.975,True,0.825, True,0.949,No
4kxf_17.pdb,True,0.831, True,0.877,True,0.841, True,0.79,No
4kyx_1.pdb,True,0.856, True,1.0,True,0.833, True,0.982,No
4l3q_1.pdb,True,0.559,False,0.403,True,0.625, True,0.538,No
4l4w_9.pdb,True,0.72, True,0.913,True,0.715, True,0.883,No
4l4z_1.pdb,True,0.805, True,0.988,True,0.685, True,0.945,No
4l7e_1.pdb,True,0.673, True,1.0,True,0.674, True,0.998,No
4l85_1.pdb,True,0.76, True,0.705,True,0.667, True,0.82,No
4ld8_1.pdb,True,0.844, True,0.951,True,0.887, True,0.94,No
4ldb_4.pdb,True,0.788, True,0.917,True,0.725, True,0.939,No
4ldz_1.pdb,True,0.843, True,0.934,True,0.85, True,0.936,No
4le0_1.pdb,True,0.805, True,0.788,True,0.793, True,0.907,No
4lev_3.pdb,True,0.622,False,0.076,True,0.611, True,0.744,No
4lft_1.pdb,False,0.441,False,0.002,False,0.321,False,0.056,No
4lhc_2.pdb,True,0.566,False,0.001,False,0.311,False,0.014,No
4lir_1.pdb,True,0.666, True,0.831,True,0.707, True,0.71,No
4ljk_2.pdb,True,0.872, True,0.993,True,0.851, True,0.935,No
4lmf_6.pdb,True,0.794, True,0.89,True,0.828, True,0.908,No
4lo5_2.pdb,True,0.67,False,0.316,True,0.586, True,0.523,No
4low_1.pdb,True,0.813, True,0.894,True,0.728, True,0.789,No
4lrw_1.pdb,False,0.054,False,0.015,False,0.035,False,0.202,No
4lw8_1.pdb,True,0.843, True,0.997,True,0.937, True,0.949,No
4lza_1.pdb,True,0.836, True,1.0,True,0.844, True,0.999,No
4m58_1.pdb,True,0.9, True,0.999,True,0.822, True,0.974,No
4mdh_1.pdb,True,0.789, True,1.0,True,0.895, True,0.999,No
4mei_1.pdb,True,0.784, True,0.964,True,0.739, True,0.882,No
4mhr_2.pdb,True,0.857, True,0.904,True,0.826, True,0.824,No
4mko_2.pdb,True,0.691,False,0.0,True,0.527,False,0.103,No
4mkq_1.pdb,True,0.772, True,0.858,True,0.741, True,0.619,No
4mmm_5.pdb,True,0.809, True,0.922,True,0.712, True,0.929,No
4mqb_1.pdb,False,0.065,False,0.057,False,0.07,False,0.165,No
4muo_1.pdb,True,0.803, True,0.998,True,0.788, True,0.991,No
4n3v_1.pdb,True,0.761, True,0.751,True,0.703, True,0.599,No
4n4a_3.pdb,True,0.676,False,0.339,True,0.724, True,0.845,No
4nf1_4.pdb,True,0.777, True,0.966,True,0.602, True,0.82,No
4ngf_4.pdb,True,0.688,False,0.404,True,0.503, True,0.591,No
4nif_2.pdb,True,0.776, True,0.841,True,0.742, True,0.872,No
4nk0_2.pdb,True,0.573, True,0.602,True,0.705, True,0.736,No
4nld_3.pdb,True,0.739,False,0.464,True,0.747, True,0.753,No
4nnz_2.pdb,True,0.85, True,0.974,True,0.761, True,0.881,No
4npj_1.pdb,True,0.801, True,0.828,True,0.743, True,0.845,No
4nqq_1.pdb,True,0.748, True,0.854,True,0.681, True,0.783,No
4nsv_1.pdb,False,0.363,False,0.021,False,0.401,False,0.391,No
4nuq_1.pdb,True,0.784, True,0.583,True,0.726, True,0.849,No
4nvr_1.pdb,True,0.75, True,0.952,True,0.807, True,0.937,No
4nwc_2.pdb,False,0.324,False,0.09,False,0.247, True,0.526,No
4nxf_1.pdb,True,0.824, True,0.791,True,0.767, True,0.714,No
4nxw_2.pdb,False,0.409,False,0.263,False,0.221, True,0.536,No
4nzj_2.pdb,True,0.66, True,0.766,True,0.771, True,0.818,No
4nzq_2.pdb,True,0.89, True,0.961,True,0.779, True,0.816,No
4nzv_1.pdb,True,0.852, True,1.0,True,0.849, True,0.996,No
4o03_1.pdb,True,0.606, True,0.684,False,0.335,False,0.436,No
4o1h_1.pdb,False,0.218,False,0.076,False,0.15,False,0.203,No
4o1i_2.pdb,True,0.696, True,0.843,True,0.757, True,0.87,No
4o1r_2.pdb,True,0.607,False,0.065,False,0.457,False,0.319,No
4o1w_1.pdb,False,0.292,False,0.008,False,0.253,False,0.041,No
4o67_1.pdb,False,0.021,False,0.001,False,0.0,False,0.045,No
4o7v_1.pdb,True,0.856, True,1.0,True,0.802, True,0.983,No
4o9k_1.pdb,True,0.77, True,0.936,True,0.875, True,0.939,No
4oar_3.pdb,True,0.838, True,0.999,True,0.855, True,0.977,No
4ofd_1.pdb,False,0.342,False,0.487,False,0.484, True,0.74,No
4ohc_2.pdb,True,0.849, True,0.983,True,0.813, True,0.937,No
4oie_1.pdb,True,0.694, True,0.754,True,0.793, True,0.849,No
4oja_1.pdb,True,0.836, True,0.823,True,0.813, True,0.837,No
4oky_1.pdb,True,0.837, True,0.974,True,0.739, True,0.872,No
4omv_1.pdb,True,0.841, True,0.993,True,0.9, True,0.975,No
4oph_1.pdb,True,0.898, True,0.991,True,0.899, True,0.976,No
4ov8_5.pdb,True,0.845, True,0.999,True,0.843, True,0.993,No
4p2l_1.pdb,True,0.638, True,0.652,True,0.556, True,0.732,No
4p3o_5.pdb,True,0.545, True,0.563,False,0.5, True,0.75,No
4p3w_1.pdb,True,0.667, True,0.906,True,0.61, True,0.778,No
4p52_2.pdb,True,0.814,False,0.479,True,0.771, True,0.798,No
4p7o_1.pdb,False,0.344,False,0.002,False,0.237,False,0.077,No
4paa_1.pdb,True,0.652, True,0.764,False,0.469, True,0.825,No
4pbc_1.pdb,True,0.732, True,1.0,True,0.668,False,0.376,No
4pbe_1.pdb,True,0.932, True,0.997,True,0.807, True,0.975,No
4pel_7.pdb,False,0.393,False,0.059,False,0.407,False,0.043,No
4pfe_1.pdb,True,0.825, True,1.0,True,0.881, True,0.985,No
4ph6_1.pdb,True,0.812, True,1.0,True,0.85, True,0.997,No
4pln_1.pdb,True,0.762, True,0.61,True,0.754, True,0.916,No
4pob_1.pdb,True,0.626, True,0.513,True,0.648, True,0.684,No
4ppy_1.pdb,True,0.817, True,0.994,True,0.755, True,0.945,No
4pr3_1.pdb,True,0.787, True,1.0,True,0.832, True,0.997,No
4pwz_1.pdb,True,0.629,False,0.47,False,0.483, True,0.814,No
4pyz_1.pdb,True,0.607,False,0.006,True,0.507,False,0.07,No
4pz8_4.pdb,True,0.674, True,0.913,True,0.706, True,0.892,No
4pz9_1.pdb,True,0.876, True,0.975,True,0.741, True,0.862,No
4pzk_1.pdb,True,0.79, True,1.0,True,0.866, True,0.993,No
4q5y_1.pdb,True,0.861,False,0.41,True,0.811, True,0.877,No
4q7e_1.pdb,True,0.709, True,0.966,True,0.676, True,0.931,No
4q7j_22.pdb,False,0.23, True,0.612,False,0.263, True,0.758,No
4q96_2.pdb,True,0.844, True,1.0,True,0.712, True,0.994,No
4q97_1.pdb,True,0.753, True,0.893,True,0.816, True,0.877,No
4q9a_1.pdb,True,0.875, True,0.989,True,0.875, True,0.979,No
4qbo_1.pdb,True,0.845, True,0.992,True,0.916, True,0.976,No
4qdh_1.pdb,True,0.767, True,0.638,True,0.662, True,0.834,No
4qds_1.pdb,True,0.827, True,0.999,True,0.846, True,0.941,No
4qf2_1.pdb,True,0.761,False,0.198,True,0.685, True,0.718,No
4qf3_3.pdb,True,0.752,False,0.313,True,0.787, True,0.759,No
4qgb_1.pdb,True,0.79, True,0.885,True,0.813, True,0.918,No
4qhh_3.pdb,True,0.841, True,1.0,True,0.811, True,0.998,No
4qhi_1.pdb,True,0.833, True,0.994,True,0.84, True,0.97,No
4qhj_1.pdb,True,0.909, True,0.999,True,0.898, True,0.989,No
4qin_1.pdb,True,0.736, True,0.999,True,0.862,False,0.305,No
4qxw_1.pdb,True,0.763, True,0.982,True,0.793, True,0.88,No
4ray_1.pdb,True,0.852, True,1.0,True,0.753, True,0.874,No
4rb0_7.pdb,True,0.772, True,0.91,True,0.815, True,0.765,No
4rct_1.pdb,True,0.862, True,1.0,True,0.856, True,0.978,No
4re8_3.pdb,True,0.803, True,0.935,True,0.775, True,0.924,No
4red_1.pdb,True,0.808, True,1.0,True,0.774, True,0.997,No
4red_8.pdb,True,0.829, True,1.0,True,0.923, True,0.991,No
4rfp_1.pdb,True,0.601, True,0.774,True,0.689, True,0.792,No
4rly_3.pdb,True,0.771, True,0.833,True,0.761, True,0.875,No
4rmm_1.pdb,True,0.771, True,0.988,True,0.728, True,0.856,No
4rnj_1.pdb,True,0.808, True,0.904,True,0.83, True,0.913,No
4rxj_2.pdb,True,0.837, True,1.0,True,0.795, True,0.984,No
4rz0_1.pdb,True,0.926, True,1.0,True,0.869, True,0.99,No
4rzk_1.pdb,True,0.593,False,0.057,False,0.291,False,0.121,No
4s3m_1.pdb,False,0.01,False,0.004,False,0.002,False,0.055,No
4tkx_3.pdb,False,0.416,False,0.001,False,0.495, True,0.583,No
4tkz_2.pdb,True,0.834, True,1.0,True,0.793, True,0.926,No
4tmb_2.pdb,True,0.79, True,0.853,True,0.744, True,0.907,No
4trt_1.pdb,True,0.888, True,0.998,True,0.91, True,0.928,No
4tse_1.pdb,True,0.576, True,0.708,True,0.522, True,0.512,No
4tt4_1.pdb,False,0.409, True,0.999,False,0.24, True,0.998,No
4ttw_1.pdb,True,0.693,False,0.033,True,0.703,False,0.133,No
4twa_2.pdb,False,0.356,False,0.002,False,0.177,False,0.088,No
4u04_1.pdb,True,0.868, True,0.994,True,0.9, True,0.926,No
4u59_2.pdb,True,0.801,False,0.011,True,0.68,False,0.0,No
4u5k_1.pdb,True,0.839, True,0.566,True,0.86, True,0.567,No
4u66_5.pdb,True,0.767, True,0.992,True,0.842, True,0.959,No
4u9o_3.pdb,True,0.874, True,0.816,True,0.821, True,0.836,No
4v07_1.pdb,True,0.885, True,1.0,True,0.901, True,0.993,No
4w4j_5.pdb,True,0.721, True,0.959,True,0.694, True,0.962,No
4w8c_6.pdb,True,0.745, True,1.0,True,0.713,False,0.221,No
4w8j_6.pdb,True,0.779, True,0.563,True,0.735,False,0.367,No
4w8p_5.pdb,True,0.778, True,0.999,True,0.84, True,0.983,No
4whj_1.pdb,True,0.849, True,0.954,True,0.747, True,0.855,No
4wlm_2.pdb,True,0.799, True,0.663,True,0.668, True,0.846,No
4wny_1.pdb,True,0.774, True,0.982,True,0.885, True,0.956,No
4wov_3.pdb,False,0.432,False,0.002,False,0.292,False,0.269,No
4wph_1.pdb,True,0.599, True,0.791,False,0.354,False,0.343,No
4wt0_1.pdb,True,0.572, True,0.562,False,0.299, True,0.63,No
4wvr_2.pdb,True,0.652,False,0.498,True,0.752, True,0.768,No
4wwc_3.pdb,False,0.372,False,0.432,False,0.342, True,0.523,No
4wzh_4.pdb,False,0.463,False,0.078,False,0.21, True,0.507,No
4x0r_1.pdb,True,0.886, True,0.998,True,0.764, True,0.975,No
4x94_4.pdb,True,0.515,False,0.063,False,0.299, True,0.652,No
4xar_1.pdb,True,0.788, True,0.563,True,0.76, True,0.783,No
4xas_1.pdb,True,0.78, True,0.881,True,0.806, True,0.9,No
4xbd_3.pdb,False,0.105,False,0.018,False,0.14,False,0.402,No
4xea_1.pdb,True,0.556,False,0.417,False,0.481, True,0.637,No
4xss_5.pdb,False,0.496,False,0.007,False,0.27,False,0.115,No
4xvv_1.pdb,True,0.808, True,0.978,True,0.724, True,0.96,No
4xws_2.pdb,True,0.843, True,0.942,True,0.703, True,0.84,No
4y5u_1.pdb,True,0.85, True,0.56,True,0.869, True,0.759,No
4ye0_1.pdb,True,0.578,False,0.056,False,0.305,False,0.059,No
4yet_1.pdb,True,0.764, True,0.629,True,0.797, True,0.777,No
4yh6_1.pdb,True,0.752, True,0.855,True,0.747, True,0.766,No
4yiw_1.pdb,True,0.924, True,0.999,True,0.851, True,0.991,No
4yl6_4.pdb,True,0.883, True,1.0,True,0.857, True,0.992,No
4ytv_3.pdb,True,0.826, True,0.89,True,0.781, True,0.844,No
4yxf_1.pdb,True,0.848, True,1.0,True,0.888, True,0.999,No
4yyy_1.pdb,False,0.184,False,0.17,False,0.128,False,0.409,No
4z8x_8.pdb,True,0.647,False,0.001,False,0.426,False,0.017,No
4zai_4.pdb,True,0.852, True,0.922,True,0.858, True,0.852,No
4zch_5.pdb,True,0.851, True,0.998,True,0.879, True,0.954,No
4zdu_4.pdb,True,0.577,False,0.053,False,0.365,False,0.235,No
4zhr_4.pdb,True,0.615, True,0.589,False,0.458, True,0.615,No
4ziq_3.pdb,True,0.827, True,0.997,True,0.837, True,0.73,No
4zlp_4.pdb,True,0.806,False,0.105,True,0.762, True,0.667,No
4zms_1.pdb,True,0.846, True,0.955,True,0.816, True,0.955,No
4zmy_1.pdb,True,0.6,False,0.351,True,0.528, True,0.523,No
4zng_1.pdb,True,0.837,False,0.091,True,0.842, True,0.795,No
4zqb_1.pdb,False,0.414,False,0.051,False,0.463, True,0.615,No
4zrn_1.pdb,True,0.826, True,1.0,True,0.899, True,0.999,No
4zwv_1.pdb,True,0.666, True,1.0,True,0.685, True,0.732,No
5a0j_1.pdb,True,0.848, True,0.998,True,0.848, True,0.981,No
5a1k_8.pdb,True,0.781, True,0.933,True,0.788, True,0.902,No
5abr_1.pdb,True,0.746, True,0.934,True,0.726, True,0.826,No
5afb_2.pdb,True,0.763, True,0.986,True,0.849, True,0.974,No
5afb_5.pdb,True,0.79, True,0.563,True,0.781, True,0.614,No
5ajn_3.pdb,True,0.844, True,0.956,True,0.804, True,0.967,No
5an1_5.pdb,True,0.875, True,0.999,True,0.906, True,0.988,No
5ayp_1.pdb,True,0.77, True,1.0,True,0.83, True,1.0,No
5b1y_1.pdb,True,0.8, True,1.0,True,0.808, True,0.999,No
5b3z_1.pdb,True,0.698,False,0.448,True,0.661, True,0.695,No
5b7z_1.pdb,False,0.032,False,0.001,False,0.013,False,0.079,No
5bqn_4.pdb,True,0.582, True,0.563,True,0.548, True,0.598,No
5c04_1.pdb,True,0.794, True,0.988,True,0.71, True,0.947,No
5c2x_1.pdb,True,0.624, True,0.537,True,0.629, True,0.794,No
5c3q_18.pdb,False,0.191,False,0.067,False,0.091,False,0.464,No
5c6m_2.pdb,True,0.591,False,0.471,True,0.634, True,0.79,No
5c9v_3.pdb,True,0.846, True,0.546,True,0.762, True,0.536,No
5ca9_6.pdb,True,0.618,False,0.0,False,0.406,False,0.016,No
5cb2_3.pdb,True,0.8,False,0.0,True,0.706,False,0.0,No
5cho_3.pdb,True,0.806, True,1.0,True,0.713, True,0.636,No
5cjj_1.pdb,False,0.426,False,0.187,False,0.441, True,0.54,No
5ckl_1.pdb,True,0.688, True,0.607,True,0.599, True,0.708,No
5ckm_1.pdb,True,0.852, True,0.971,True,0.806, True,0.919,No
5ckn_1.pdb,True,0.653, True,0.643,True,0.654, True,0.803,No
5coa_3.pdb,True,0.761,False,0.391,True,0.743, True,0.666,No
5col_1.pdb,True,0.861, True,1.0,True,0.857, True,0.999,No
5cow_2.pdb,False,0.487, True,0.857,False,0.373, True,0.788,No
5crb_1.pdb,True,0.744, True,0.882,True,0.664, True,0.894,No
5crc_1.pdb,True,0.749, True,1.0,True,0.736, True,0.742,No
5cro_1.pdb,True,0.84, True,0.61,True,0.734, True,0.766,No
5csa_6.pdb,True,0.814, True,0.924,True,0.895, True,0.954,No
5d9g_2.pdb,True,0.819, True,0.87,True,0.822, True,0.898,No
5dbl_1.pdb,True,0.556,False,0.016,True,0.519,False,0.099,No
5dis_10.pdb,True,0.564,False,0.448,True,0.707, True,0.652,No
5dqw_1.pdb,True,0.891, True,1.0,True,0.909, True,0.997,No
5dra_1.pdb,True,0.815, True,0.999,True,0.887, True,0.994,No
5dtm_1.pdb,True,0.761, True,0.984,True,0.845, True,0.961,No
5dyk_2.pdb,True,0.878, True,0.996,True,0.813, True,0.909,No
5dym_1.pdb,True,0.876, True,1.0,True,0.786, True,0.998,No
5dyw_1.pdb,False,0.413, True,0.507,False,0.203, True,0.572,No
5dzm_3.pdb,True,0.724, True,1.0,True,0.707, True,0.758,No
5e5p_4.pdb,True,0.815, True,1.0,True,0.903, True,0.952,No
5e6m_3.pdb,True,0.549, True,0.696,False,0.287,False,0.489,No
5eb9_1.pdb,True,0.773, True,0.972,True,0.847, True,0.972,No
5edx_1.pdb,True,0.82, True,0.767,True,0.838, True,0.938,No
5eg8_1.pdb,True,0.597,False,0.233,True,0.633, True,0.559,No
5eo6_1.pdb,True,0.836, True,1.0,True,0.801, True,0.983,No
5ep8_1.pdb,True,0.839, True,0.996,True,0.899, True,0.94,No
5eq9_1.pdb,True,0.812, True,0.996,True,0.906, True,0.983,No
5eqf_7.pdb,True,0.505,False,0.0,False,0.436,False,0.078,No
5ex9_2.pdb,True,0.754, True,1.0,True,0.727, True,0.644,No
5exv_1.pdb,True,0.853, True,0.999,True,0.905, True,0.968,No
5eyo_2.pdb,True,0.764, True,1.0,True,0.755, True,0.929,No
5f05_1.pdb,True,0.836, True,1.0,True,0.73, True,0.991,No
5f3k_1.pdb,True,0.874, True,1.0,True,0.808, True,0.996,No
5f5m_14.pdb,False,0.327,False,0.005,False,0.304,False,0.034,No
5f5m_2.pdb,True,0.831, True,1.0,True,0.885, True,0.991,No
5f5r_2.pdb,True,0.756, True,0.882,True,0.6, True,0.769,No
5f74_2.pdb,True,0.703, True,0.841,True,0.532, True,0.711,No
5feg_1.pdb,True,0.699,False,0.366,True,0.809, True,0.777,No
5fgo_1.pdb,True,0.762, True,1.0,True,0.64, True,0.955,No
5fjz_4.pdb,False,0.441,False,0.006,False,0.33,False,0.086,No
5fn0_6.pdb,True,0.732,False,0.4,True,0.693, True,0.862,No
5fom_2.pdb,True,0.812, True,0.898,True,0.915, True,0.921,No
5fub_1.pdb,True,0.746, True,1.0,True,0.694, True,0.916,No
5fuf_1.pdb,True,0.823, True,0.999,True,0.924, True,0.96,No
5gkx_4.pdb,True,0.825, True,1.0,True,0.888, True,0.996,No
5gmj_6.pdb,True,0.853, True,0.869,True,0.809, True,0.625,No
5gt9_1.pdb,True,0.84, True,1.0,True,0.888, True,0.985,No
5gus_1.pdb,False,0.275,False,0.001,False,0.222,False,0.018,No
5gx8_1.pdb,True,0.772, True,0.973,True,0.655, True,0.944,No
5gyr_7.pdb,True,0.775, True,1.0,True,0.771, True,0.983,No
5gzu_1.pdb,True,0.517,False,0.321,False,0.482,False,0.498,No
5h0i_1.pdb,False,0.083,False,0.008,False,0.003,False,0.303,No
5h13_1.pdb,True,0.81, True,0.982,True,0.818, True,0.95,No
5h23_1.pdb,True,0.53, True,0.716,False,0.374,False,0.435,No
5h5n_1.pdb,True,0.883, True,1.0,True,0.911, True,0.997,No
5h7z_5.pdb,True,0.666,False,0.043,True,0.514,False,0.484,No
5hay_1.pdb,True,0.747, True,0.908,True,0.745, True,0.865,No
5hb0_7.pdb,True,0.811, True,1.0,True,0.944, True,0.998,No
5hb4_7.pdb,True,0.705, True,0.931,True,0.546, True,0.747,No
5hiz_1.pdb,True,0.597,False,0.34,True,0.511, True,0.73,No
5hkl_1.pdb,True,0.817, True,1.0,True,0.864, True,0.978,No
5hm4_1.pdb,True,0.798, True,0.96,True,0.742, True,0.851,No
5hns_1.pdb,True,0.813, True,0.992,True,0.76, True,0.952,No
5ho9_4.pdb,False,0.372,False,0.15,False,0.144,False,0.476,No
5hpj_1.pdb,True,0.505,False,0.44,False,0.393, True,0.717,No
5hpk_5.pdb,True,0.676, True,0.636,True,0.537, True,0.847,No
5hqw_1.pdb,True,0.756, True,0.655,True,0.755, True,0.804,No
5hs8_1.pdb,True,0.762, True,0.999,True,0.791, True,0.987,No
5hsx_3.pdb,True,0.879, True,0.991,True,0.827, True,0.944,No
5hu7_1.pdb,True,0.759, True,0.586,True,0.546, True,0.686,No
5hxo_1.pdb,True,0.829, True,1.0,True,0.804, True,0.998,No
5i10_2.pdb,True,0.905, True,0.997,True,0.874, True,0.96,No
5i4c_1.pdb,True,0.693, True,0.77,True,0.539, True,0.774,No
5ie7_1.pdb,True,0.815, True,0.953,True,0.857, True,0.925,No
5ifw_6.pdb,True,0.824, True,0.991,True,0.897, True,0.971,No
5ig8_1.pdb,True,0.772, True,1.0,True,0.799, True,0.972,No
5igh_2.pdb,True,0.735, True,0.997,True,0.758, True,0.977,No
5igp_2.pdb,True,0.853, True,0.995,True,0.766, True,0.961,No
5il5_1.pdb,True,0.681,False,0.382,True,0.667, True,0.757,No
5imt_6.pdb,True,0.541,False,0.466,False,0.416, True,0.746,No
5iqw_2.pdb,True,0.801, True,0.807,True,0.739, True,0.834,No
5iu2_1.pdb,True,0.782, True,0.913,True,0.781, True,0.909,No
5iu9_1.pdb,True,0.789, True,0.989,True,0.868, True,0.976,No
5j1f_4.pdb,True,0.702,False,0.492,False,0.481, True,0.565,No
5j6o_1.pdb,True,0.777, True,0.562,True,0.687, True,0.733,No
5j7n_3.pdb,True,0.881, True,0.997,True,0.85, True,0.962,No
5j9c_1.pdb,True,0.825, True,0.967,True,0.89, True,0.923,No
5jgk_1.pdb,False,0.328,False,0.019,False,0.464, True,0.697,No
5jk9_1.pdb,False,0.333,False,0.079,False,0.168,False,0.186,No
5jrh_1.pdb,True,0.55,False,0.117,True,0.507, True,0.559,No
5jsq_1.pdb,True,0.834, True,1.0,True,0.855, True,0.993,No
5k2i_1.pdb,True,0.684,False,0.358,True,0.784, True,0.771,No
5k4b_1.pdb,True,0.718,False,0.022,True,0.66, True,0.615,No
5k5t_1.pdb,True,0.782, True,0.995,True,0.727, True,0.967,No
5k93_1.pdb,False,0.328,False,0.009,False,0.255,False,0.051,No
5knl_11.pdb,False,0.196,False,0.215,False,0.13,False,0.393,No
5kol_2.pdb,True,0.844, True,0.998,True,0.762, True,0.959,No
5ks7_1.pdb,True,0.832, True,1.0,True,0.912, True,0.993,No
5kvt_2.pdb,True,0.819, True,0.861,True,0.743, True,0.888,No
5kyn_7.pdb,True,0.669, True,0.881,True,0.551, True,0.719,No
5kz6_1.pdb,True,0.779, True,0.903,True,0.704, True,0.879,No
5l40_2.pdb,True,0.755, True,0.837,True,0.73, True,0.929,No
5l45_1.pdb,True,0.806, True,0.996,True,0.856, True,0.986,No
5l6q_1.pdb,True,0.709, True,0.714,True,0.676, True,0.77,No
5l7d_1.pdb,True,0.713, True,0.971,True,0.788, True,0.691,No
5l7n_1.pdb,True,0.79, True,0.918,True,0.782, True,0.796,No
5lb8_1.pdb,True,0.766,False,0.037,True,0.744, True,0.615,No
5lc1_5.pdb,True,0.854, True,1.0,True,0.828, True,0.997,No
5lj8_3.pdb,False,0.49,False,0.461,False,0.17,False,0.327,No
5llj_1.pdb,True,0.79, True,0.813,True,0.69, True,0.774,No
5lta_3.pdb,True,0.714, True,0.553,True,0.681, True,0.794,No
5lvz_1.pdb,True,0.845, True,1.0,True,0.837, True,0.983,No
5lx8_1.pdb,True,0.725,False,0.409,True,0.712, True,0.766,No
5m7q_3.pdb,True,0.731, True,0.55,True,0.598, True,0.651,No
5mat_1.pdb,True,0.674, True,0.846,True,0.618, True,0.766,No
5mfa_3.pdb,True,0.706, True,0.863,False,0.468, True,0.742,No
5mio_5.pdb,True,0.842, True,1.0,True,0.818, True,0.997,No
5mja_1.pdb,True,0.575,False,0.154,True,0.553, True,0.767,No
5mqh_4.pdb,True,0.827, True,0.972,True,0.919, True,0.919,No
5msn_1.pdb,True,0.695, True,0.563,True,0.635, True,0.83,No
5mus_1.pdb,True,0.797, True,1.0,True,0.783, True,0.999,No
5mwx_1.pdb,True,0.719, True,0.948,True,0.551, True,0.694,No
5mz4_7.pdb,True,0.832, True,1.0,True,0.858, True,0.991,No
5mzo_2.pdb,False,0.297,False,0.013,False,0.138,False,0.168,No
5n69_1.pdb,True,0.701, True,0.563,True,0.591, True,0.843,No
5n71_4.pdb,True,0.645,False,0.165,True,0.58, True,0.547,No
5n7l_1.pdb,True,0.815, True,0.992,True,0.808, True,0.958,No
5na8_5.pdb,True,0.699,False,0.031,True,0.566, True,0.598,No
5ncr_1.pdb,True,0.804, True,0.993,True,0.879, True,0.965,No
5ncs_1.pdb,True,0.807, True,0.986,True,0.765, True,0.939,No
5nfo_5.pdb,False,0.322,False,0.144,False,0.37,False,0.459,No
5nqz_11.pdb,True,0.821, True,0.99,True,0.867, True,0.919,No
5o8e_2.pdb,True,0.731,False,0.008,True,0.666, True,0.643,No
5oj8_3.pdb,True,0.85, True,0.999,True,0.848, True,0.981,No
5omn_2.pdb,True,0.775, True,0.766,True,0.737, True,0.632,No
5onc_1.pdb,True,0.764, True,1.0,True,0.748, True,0.99,No
5oym_13.pdb,True,0.767, True,1.0,True,0.698, True,0.942,No
5p21_1.pdb,False,0.164,False,0.0,False,0.127,False,0.009,No
5qsl_2.pdb,True,0.776, True,0.769,True,0.755, True,0.835,No
5svg_1.pdb,True,0.869, True,1.0,True,0.85, True,0.982,No
5sy4_1.pdb,True,0.783, True,0.999,True,0.861, True,0.987,No
5t93_1.pdb,True,0.785, True,0.655,True,0.748, True,0.809,No
5t9f_1.pdb,False,0.129,False,0.012,False,0.16,False,0.246,No
5tc2_1.pdb,True,0.708, True,0.94,True,0.698, True,0.78,No
5tdq_2.pdb,True,0.756, True,0.723,True,0.709, True,0.699,No
5trb_1.pdb,True,0.817, True,0.997,True,0.806, True,0.987,No
5tus_3.pdb,True,0.873, True,1.0,True,0.859, True,0.99,No
5u0i_1.pdb,True,0.774, True,0.988,True,0.757, True,0.927,No
5u0k_4.pdb,True,0.842, True,0.981,True,0.725, True,0.93,No
5uig_4.pdb,True,0.775, True,1.0,True,0.777,False,0.403,No
5ujf_2.pdb,False,0.411,False,0.406,False,0.386, True,0.533,No
5ume_2.pdb,True,0.929, True,1.0,True,0.931, True,0.994,No
5uos_1.pdb,True,0.793, True,0.801,True,0.802, True,0.9,No
5uqm_2.pdb,False,0.2,False,0.0,False,0.098,False,0.004,No
5uvc_5.pdb,True,0.665,False,0.097,False,0.484, True,0.709,No
5uzx_1.pdb,False,0.163,False,0.006,False,0.204,False,0.21,No
5v01_1.pdb,True,0.909, True,0.995,True,0.746, True,0.918,No
5v38_7.pdb,True,0.765, True,0.67,True,0.675, True,0.724,No
5vcp_1.pdb,True,0.854, True,0.999,True,0.855, True,0.984,No
5vdf_4.pdb,False,0.478,False,0.0,True,0.501,False,0.001,No
5vkt_2.pdb,True,0.802, True,0.999,True,0.876, True,0.971,No
5vm1_5.pdb,True,0.882, True,1.0,True,0.755, True,0.975,No
5vm4_4.pdb,True,0.736,False,0.056,True,0.544, True,0.655,No
5vm9_1.pdb,False,0.435,False,0.299,False,0.449, True,0.742,No
