pdb-id,F_Voronota_glob_light_score,F_Voronota_glob_dark_score,F_Voronota_glob_area,F_Voronota_glob_area_per_atom,F_Voronota_glob_nonprotein_area,F_Voronota_glob_volume,F_Voronota_glob_volume_per_atom,F_Voronota_glob_energy,F_Voronota_glob_energy_norm,F_Voronota_glob_energy_per_atom,F_Voronota_glob_sas_area,F_Voronota_glob_sas_area_per_atom,F_Voronota_glob_sas_energy,F_Voronota_glob_sas_energy_norm,F_Voronota_glob_sas_energy_per_atom,F_Voronota_glob_nonsas_area,F_Voronota_glob_nonsas_area_per_atom,F_Voronota_glob_nonsas_energy,F_Voronota_glob_nonsas_energy_norm,F_Voronota_glob_nonsas_energy_per_atom,F_Voronota_iface_atoms,F_Voronota_iface_atoms_light_score,F_Voronota_iface_area,F_Voronota_iface_energy,F_Voronota_iface_energy_norm,F_Voronota_iface_energy_per_atom,F_Voronota_iface_shelled_energy,F_Voronota_iface_shelled_energy_norm,F_Voronota_iface_shelled_energy_per_atom,F_Voronota_iface_expanded_area,F_Voronota_iface_expanded_energy,F_Voronota_iface_expanded_energy_norm,F_Voronota_iface_expanded_energy_per_atom,F_Voronota_iface_expanded_shelled_energy,F_Voronota_iface_expanded_shelled_energy_norm,F_Voronota_iface_expanded_shelled_energy_per_atom,F_Voronota_split_light_score,F_Voronota_split_dark_score,F_Voronota_split_area,F_Voronota_split_area_per_atom,F_Voronota_split_volume,F_Voronota_split_volume_per_atom,F_Voronota_split_energy,F_Voronota_split_energy_norm,F_Voronota_split_energy_per_atom,F_Voronota_split_sas_area,F_Voronota_split_sas_area_per_atom,F_Voronota_split_sas_energy,F_Voronota_split_sas_energy_norm,F_Voronota_split_sas_energy_per_atom,F_Voronota_split_nonsas_area,F_Voronota_split_nonsas_area_per_atom,F_Voronota_split_nonsas_energy,F_Voronota_split_nonsas_energy_norm,F_Voronota_split_nonsas_energy_per_atom,F_Voronota_diff_glob_light_score,F_Voronota_diff_glob_dark_score,F_Voronota_diff_glob_area,F_Voronota_diff_glob_area_per_atom,F_Voronota_diff_glob_energy,F_Voronota_diff_glob_energy_norm,F_Voronota_diff_glob_energy_per_atom,F_Voronota_diff_glob_volume,F_Voronota_diff_glob_volume_per_atom,F_Voronota_diff_sas_area,F_Voronota_diff_sas_area_per_atom,F_Voronota_diff_sas_energy,F_Voronota_diff_sas_energy_norm,F_Voronota_diff_sas_energy_per_atom,F_Voronota_diff_nonsas_area,F_Voronota_diff_nonsas_area_per_atom,F_Voronota_diff_nonsas_energy,F_Voronota_diff_nonsas_energy_norm,F_Voronota_diff_nonsas_energy_per_atom,Training
6epp_2,0.50395,0.61548,93397.3,12.23118,0,187352,24.53536,-22273.7,-0.23848,-2.91693,45075.6,5.90304,-3437.41,-0.07626,-0.45016,48321.7,6.32814,-18836.29,-0.38981,-2.46677,370,0.34451,1439.16,-50.9613,-0.03541,-0.00667,-20.3251,-0.01412,-0.00266,4568.78,-793.017,-0.17357,-0.10385,-556.048,-0.12171,-0.07282,0.50587,0.62277,95278.7,12.47757,189496,24.81613,-22550.2,-0.23668,-2.95314,48193.1,6.3113,-3771.71,-0.07826,-0.49394,47085.6,6.16627,-18778.49,-0.39882,-2.45921,-0.00192,-0.00729,-1881.4,-0.24639,276.5,-0.00181,0.03621,-2144,-0.28078,-3117.5,-0.40826,334.3,0.002,0.04378,1236.1,0.16188,-57.8,0.00901,-0.00757,0
6ewi_3,0.53736,0.68409,35013.6,12.8349,0,69694.9,25.54798,-6897.16,-0.19699,-2.52828,19002.1,6.96558,1203.34,0.06333,0.44111,16011.5,5.86932,-8100.5,-0.50592,-2.96939,312,0.536,1312.89,-527.873,-0.40207,-0.1935,-547.914,-0.41733,-0.20085,3116.71,-744.332,-0.23882,-0.27285,-915.767,-0.29382,-0.33569,0.50688,0.66313,36722.8,13.46144,71955.9,26.3768,-6232.71,-0.16972,-2.28472,21676.4,7.94589,1461.6,0.06743,0.53578,15046.4,5.51554,-7694.31,-0.51137,-2.82049,0.03048,0.02096,-1709.2,-0.62654,-664.45,-0.02726,-0.24357,-2261,-0.82881,-2674.3,-0.98032,-258.26,-0.0041,-0.09467,965.1,0.35378,-406.19,0.00545,-0.1489,0
6f1k_1,0.4991,0.65438,24219.8,12.39498,0,47845.3,24.48582,-5312.18,-0.21933,-2.71862,12253.8,6.27114,-762.171,-0.0622,-0.39006,11966,6.12385,-4550.009,-0.38024,-2.32856,248,0.34253,1079.09,-311.332,-0.28851,-0.15933,-318.901,-0.29553,-0.1632,2357.42,-220.157,-0.09339,-0.11267,-411.604,-0.1746,-0.21065,0.47188,0.64553,25620.9,13.11203,49579.6,25.37339,-4792.59,-0.18706,-2.45271,14542.7,7.44253,-512.816,-0.03526,-0.26244,11078.2,5.6695,-4279.774,-0.38632,-2.19026,0.02721,0.00886,-1401.1,-0.71704,-519.59,-0.03227,-0.26591,-1734.3,-0.88756,-2288.9,-1.17139,-249.355,-0.02694,-0.12761,887.8,0.45435,-270.235,0.00608,-0.1383,0
6f6p_1,0.17672,0.52837,24069.1,15.86625,0,42805.3,28.21707,-1260.62,-0.05238,-0.831,16047.8,10.57864,-759.095,-0.0473,-0.50039,8021.3,5.28761,-501.525,-0.06252,-0.3306,309,0.25672,1308.25,-904.35,-0.69127,-0.59614,-901.6,-0.68916,-0.59433,3478.09,-952.668,-0.27391,-0.62799,-1352.1,-0.38875,-0.8913,0.09145,0.48872,25832.5,17.02868,45018.1,29.67574,554.576,0.02147,0.36557,18770.9,12.3737,247.769,0.0132,0.16333,7061.6,4.65498,306.807,0.04345,0.20225,0.08527,0.03965,-1763.4,-1.16243,-1815.196,-0.07384,-1.19657,-2212.8,-1.45867,-2723.1,-1.79506,-1006.864,-0.0605,-0.66372,959.7,0.63263,-808.332,-0.10597,-0.53285,0
6fb3_1,0.51038,0.65003,339825,11.71568,0,695671,23.98369,-77460.8,-0.22794,-2.67051,143703,4.95425,5427.13,0.03777,0.1871,196122,6.76143,-82887.93,-0.42263,-2.85761,219,0.33488,959.009,-403.205,-0.42044,-0.0139,-394.793,-0.41167,-0.01361,2383.62,-371.962,-0.15605,-0.01282,-543.716,-0.22811,-0.01874,0.50856,0.6499,341101,11.75967,697139,24.0343,-76882.3,-0.22539,-2.65057,145760,5.02517,5645.92,0.03873,0.19465,195341,6.7345,-82528.22,-0.42248,-2.84521,0.00182,0.00013,-1276,-0.04399,-578.5,-0.00255,-0.01994,-1468,-0.05061,-2057,-0.07092,-218.79,-0.00097,-0.00754,781,0.02693,-359.71,-0.00015,-0.0124,0
6fhm_1,0.50167,0.65827,37738,12.71068,0,73833.2,24.86804,-8185.83,-0.21691,-2.7571,19725.1,6.64368,-1362.64,-0.06908,-0.45896,18012.9,6.06699,-6823.19,-0.37879,-2.29814,980,0.54266,3933.71,-1610.28,-0.40935,-0.54236,-1870.29,-0.47545,-0.62994,8373.42,-2186.91,-0.26117,-0.73658,-3034.85,-0.36244,-1.02218,0.35764,0.5689,42848.2,14.43186,80651,27.16437,-5363.51,-0.12517,-1.8065,27777.7,9.35591,339.338,0.01222,0.11429,15070.5,5.07595,-5702.848,-0.37841,-1.9208,0.14403,0.08937,-5110.2,-1.72119,-2822.32,-0.09174,-0.9506,-6817.8,-2.29633,-8052.6,-2.71223,-1701.978,-0.0813,-0.57325,2942.4,0.99104,-1120.342,-0.00038,-0.37735,0
6fju_1,0.53354,0.68385,33605.2,12.38673,0,66542.5,24.52728,-7243.99,-0.21556,-2.6701,16502.1,6.0826,930.738,0.0564,0.34307,17103.1,6.30413,-8174.728,-0.47797,-3.01317,312,0.58092,1319.38,-1212.05,-0.91865,-0.44676,-1221.72,-0.92598,-0.45032,2963.09,-759.287,-0.25625,-0.27987,-1516.49,-0.51179,-0.55897,0.47378,0.64213,35364.4,13.03516,68844,25.3756,-5039.33,-0.1425,-1.85748,19165.8,7.06443,2241.38,0.11695,0.82616,16198.6,5.97073,-7280.71,-0.44947,-2.68364,0.05976,0.04173,-1759.2,-0.64843,-2204.66,-0.07306,-0.81263,-2301.5,-0.84832,-2663.7,-0.98183,-1310.642,-0.06055,-0.4831,904.5,0.33339,-894.018,-0.0285,-0.32953,0
6fjv_2,0.49731,0.66679,28101,12.43407,0,55293.1,24.46597,-5529.25,-0.19676,-2.44657,13839.8,6.12381,987.502,0.07135,0.43695,14261.2,6.31027,-6516.752,-0.45696,-2.88352,240,0.58581,1021.73,-548.09,-0.53643,-0.24252,-559.506,-0.54761,-0.24757,1912.6,-531.741,-0.27802,-0.23528,-746.264,-0.39018,-0.33021,0.45291,0.64229,29524.9,13.06412,57069.1,25.25181,-4822.91,-0.16335,-2.13403,15936,7.05133,1330.4,0.08348,0.58867,13588.9,6.01279,-6153.31,-0.45282,-2.7227,0.0444,0.0245,-1423.9,-0.63004,-706.34,-0.03341,-0.31254,-1776,-0.78584,-2096.2,-0.92752,-342.898,-0.01213,-0.15172,672.3,0.29748,-363.442,-0.00414,-0.16082,0
6fnz_4,0.47246,0.61841,17307.2,13.74678,0,33882.7,26.91239,-3285.34,-0.18983,-2.60948,9999.29,7.94225,-47.4174,-0.00474,-0.03766,7307.91,5.80454,-3237.9226,-0.44307,-2.57182,517,0.51143,2074.84,-1399.44,-0.67448,-1.11155,-1508.14,-0.72687,-1.19789,4806.87,-514.3,-0.10699,-0.4085,-1591.59,-0.33111,-1.26417,0.22081,0.47839,20002.6,15.88769,37483,29.77204,-284.878,-0.01424,-0.22627,14250.3,11.31875,1932.33,0.1356,1.53481,5752.3,4.56894,-2217.208,-0.38545,-1.76109,0.25165,0.14002,-2695.4,-2.14091,-3000.462,-0.17558,-2.38321,-3600.3,-2.85965,-4251.01,-3.3765,-1979.7474,-0.14034,-1.57248,1555.61,1.23559,-1020.7146,-0.05762,-0.81073,0
6fpt_1,0.53178,0.68182,69412,11.60736,0,139942,23.40167,-17048.2,-0.24561,-2.85087,30721,5.13729,-204.49,-0.00666,-0.0342,38691,6.47007,-16843.71,-0.43534,-2.81667,353,0.55333,1462.91,-729.343,-0.49856,-0.12196,-769.654,-0.52611,-0.1287,3754.32,-955.777,-0.25458,-0.15983,-1277.88,-0.34038,-0.21369,0.51541,0.67241,71335.2,11.92896,142206,23.78027,-16274.7,-0.22814,-2.72152,33800.1,5.65219,14.9496,0.00044,0.0025,37535.1,6.27677,-16289.6496,-0.43398,-2.72402,0.01637,0.00942,-1923.2,-0.32161,-773.5,-0.01746,-0.12935,-2264,-0.3786,-3079.1,-0.5149,-219.4396,-0.0071,-0.0367,1155.9,0.19329,-554.0604,-0.00135,-0.09265,0
6fwt_2,0.53729,0.64152,52688.3,11.72936,0,106022,23.6024,-11554.6,-0.2193,-2.57226,24264.7,5.40176,1326.43,0.05467,0.29529,28423.6,6.3276,-12881.03,-0.45318,-2.86755,210,0.29921,786.69,-186.76,-0.2374,-0.04158,-182.284,-0.23171,-0.04058,2208.34,-297.953,-0.13492,-0.06633,-333.961,-0.15123,-0.07435,0.53379,0.64588,53697.8,11.9541,107329,23.89337,-11243.7,-0.20939,-2.50305,25945.2,5.77587,1448.36,0.05582,0.32243,27752.6,6.17823,-12692.06,-0.45733,-2.82548,0.0035,-0.00436,-1009.5,-0.22473,-310.9,-0.00991,-0.06921,-1307,-0.29096,-1680.5,-0.37411,-121.93,-0.00116,-0.02714,671,0.14938,-188.97,0.00415,-0.04207,0
6g16_10,0.51217,0.63827,72636,11.76482,0,147448,23.88209,-15646.2,-0.21541,-2.53421,34115.2,5.52562,-702.416,-0.02059,-0.11377,38520.8,6.2392,-14943.784,-0.38794,-2.42044,483,0.5488,2199.39,-1000.19,-0.45476,-0.162,-1101.94,-0.50102,-0.17848,4521.37,-1203.97,-0.26628,-0.19501,-1651.12,-0.36518,-0.26743,0.4872,0.62325,75433.1,12.21787,151142,24.4804,-14193.8,-0.18816,-2.29896,38604.6,6.25277,39.1974,0.00102,0.00635,36828.5,5.9651,-14232.9974,-0.38647,-2.30531,0.02497,0.01502,-2797.1,-0.45305,-1452.4,-0.02724,-0.23524,-3694,-0.59832,-4489.4,-0.72715,-741.6134,-0.0216,-0.12012,1692.3,0.2741,-710.7866,-0.00147,-0.11513,0
6g20_4,0.53451,0.66705,93439.7,12.25599,0,186643,24.48098,-21726.6,-0.23252,-2.84976,44048.8,5.77765,388.288,0.00881,0.05093,49390.9,6.47834,-22114.888,-0.44775,-2.90069,356,0.57843,1581.29,-1155.73,-0.73088,-0.15159,-1164.26,-0.73627,-0.15271,3570.23,-1463.88,-0.41002,-0.19201,-1840.25,-0.51544,-0.24138,0.51494,0.65456,95573.4,12.53586,189250,24.82293,-20552.3,-0.21504,-2.69574,47386.1,6.21539,574.622,0.01213,0.07537,48187.3,6.32047,-21126.922,-0.43843,-2.77111,0.01957,0.01249,-2133.7,-0.27987,-1174.3,-0.01748,-0.15403,-2607,-0.34195,-3337.3,-0.43774,-186.334,-0.00331,-0.02444,1203.6,0.15787,-987.966,-0.00932,-0.12959,0
6g5g_11,0.52333,0.62854,174313,12.36789,0,347735,24.67256,-37392.5,-0.21451,-2.65308,89026,6.31659,668.421,0.00751,0.04743,85287,6.0513,-38060.921,-0.44627,-2.70051,10,0.3923,46.5894,3.44031,0.07384,0.00024,4.24323,0.09108,3e-04,204.244,-69.3426,-0.33951,-0.00492,-53.0393,-0.25969,-0.00376,0.52349,0.62913,174378,12.3725,347794,24.67674,-37448.3,-0.21475,-2.65704,89133.9,6.32424,620.473,0.00696,0.04402,85244.1,6.04825,-38068.773,-0.44659,-2.70106,-0.00016,-0.00059,-65,-0.00461,55.8,0.00024,0.00396,-59,-0.00419,-107.9,-0.00766,47.948,0.00055,0.0034,42.9,0.00304,7.852,0.00032,0.00056,0
6g88_1,0.48417,0.66148,112163,12.17575,0,224127,24.3299,-25890.4,-0.23083,-2.81051,53241.5,5.77958,-5322.38,-0.09997,-0.57777,58921.5,6.39617,-20568.02,-0.34907,-2.23274,486,0.35432,1843.95,162.728,0.08825,0.01766,172.644,0.09363,0.01874,5001.23,-483.994,-0.09677,-0.05254,-148.124,-0.02962,-0.01608,0.48912,0.67305,114598,12.44008,226923,24.63341,-26526.1,-0.23147,-2.87952,57198.9,6.20917,-5759.11,-0.10069,-0.62517,57399.1,6.23091,-20766.99,-0.3618,-2.25434,-0.00495,-0.01157,-2435,-0.26433,635.7,0.00064,0.06901,-2796,-0.30352,-3957.4,-0.42959,436.73,0.00072,0.04741,1522.4,0.16526,198.97,0.01272,0.0216,0
6g8t_3,0.50851,0.67415,21243.4,12.65995,0,41962.7,25.00757,-4597.67,-0.21643,-2.73997,10875.9,6.48147,-44.911,-0.00413,-0.02676,10367.5,6.17849,-4552.759,-0.43914,-2.71321,254,0.54678,1027.16,-541.292,-0.52698,-0.32258,-574.066,-0.55889,-0.34211,2406.27,-628.857,-0.26134,-0.37477,-874.277,-0.36333,-0.52102,0.47059,0.65031,22576.6,13.45447,43657.2,26.0174,-3699.08,-0.16385,-2.20446,13032.6,7.76675,457.13,0.03508,0.27243,9544,5.68772,-4156.21,-0.43548,-2.47688,0.03792,0.02385,-1333.2,-0.79452,-898.59,-0.05258,-0.53551,-1694.5,-1.00983,-2156.7,-1.28528,-502.041,-0.03921,-0.29919,823.5,0.49076,-396.549,-0.00366,-0.23632,0
6gc9_1,0.54329,0.68989,54743.4,11.44063,0,111117,23.22194,-13609.2,-0.2486,-2.84414,23763.2,4.96619,-563.757,-0.02372,-0.11782,30980.2,6.47444,-13045.443,-0.42109,-2.72632,283,0.3349,1137.47,-430.087,-0.37811,-0.08988,-442.199,-0.38876,-0.09241,2631.65,-242.288,-0.09207,-0.05063,-490.483,-0.18638,-0.1025,0.53598,0.68393,56196.9,11.74439,112963,23.60773,-12830.2,-0.22831,-2.68134,26122.3,5.45921,-125.024,-0.00479,-0.02613,30074.6,6.28518,-12705.176,-0.42246,-2.65521,0.00731,0.00597,-1453.5,-0.30376,-779,-0.02029,-0.1628,-1846,-0.38579,-2359.1,-0.49302,-438.733,-0.01894,-0.09169,905.6,0.18926,-340.267,0.00137,-0.07111,0
6gfk_3,0.52845,0.67882,44421.7,12.20376,0,88786.8,24.39198,-9425.16,-0.21217,-2.58933,20316.2,5.58137,1167.5,0.05747,0.32074,24105.5,6.62239,-10592.66,-0.43943,-2.91007,398,0.23383,1666.07,-262.6,-0.15762,-0.07214,-252.461,-0.15153,-0.06936,3952.92,3.53378,0.00089,0.00097,-186.344,-0.04714,-0.05119,0.5285,0.6886,46551.3,12.78882,91443.2,25.12176,-8816.09,-0.18938,-2.422,23777.4,6.53225,1609.52,0.06769,0.44218,22773.9,6.25657,-10425.61,-0.45779,-2.86418,-5e-05,-0.00978,-2129.6,-0.58505,-609.07,-0.02279,-0.16733,-2656.4,-0.72978,-3461.2,-0.95088,-442.02,-0.01022,-0.12143,1331.6,0.36582,-167.05,0.01836,-0.04589,0
6gjq_3,0.54259,0.7032,36526.5,12.58233,0,72204.8,24.87248,-8078.69,-0.22117,-2.78288,18052.2,6.21846,105.356,0.00584,0.03629,18474.3,6.36386,-8184.046,-0.443,-2.81917,232,0.50397,1027.47,-615.905,-0.59944,-0.21216,-659.452,-0.64182,-0.22716,2086.65,-383.702,-0.18388,-0.13217,-774.99,-0.3714,-0.26696,0.50629,0.67716,37885.4,13.05043,74025.7,25.49972,-6916.24,-0.18256,-2.38245,20101.2,6.92429,837.191,0.04165,0.28839,17784.2,6.12615,-7753.431,-0.43597,-2.67083,0.0363,0.02604,-1358.9,-0.4681,-1162.45,-0.03862,-0.40043,-1820.9,-0.62725,-2049,-0.70582,-731.835,-0.03581,-0.2521,690.1,0.23772,-430.615,-0.00702,-0.14833,0
6gsu_1,0.58325,0.71127,43067.5,11.85779,0,86753.3,23.88582,-12739.7,-0.29581,-3.50763,19305.8,5.31547,-1759.11,-0.09112,-0.48434,23761.7,6.54232,-10980.59,-0.46211,-3.02329,321,0.61222,1309.94,-775.664,-0.59214,-0.21356,-777.884,-0.59383,-0.21418,2849.52,-918.049,-0.32218,-0.25277,-1208.52,-0.42411,-0.33274,0.55103,0.69005,44794.7,12.33334,88890.6,24.47428,-11723.6,-0.26172,-3.22786,21998.2,6.05677,-1381.28,-0.06279,-0.38031,22796.5,6.27657,-10342.32,-0.45368,-2.84756,0.03221,0.02122,-1727.2,-0.47555,-1016.1,-0.03409,-0.27976,-2137.3,-0.58846,-2692.4,-0.7413,-377.83,-0.02833,-0.10403,965.2,0.26575,-638.27,-0.00843,-0.17574,0
6gv1_7,0.49087,0.61068,70977.4,12.04231,0,141190,23.95487,-12688,-0.17876,-2.1527,31279.6,5.30702,8501.13,0.27178,1.44234,39697.8,6.73529,-21189.13,-0.53376,-3.59503,260,0.53325,1146.02,-939.581,-0.81986,-0.15941,-983.705,-0.85837,-0.1669,2516.85,-714.854,-0.28403,-0.12129,-1220.9,-0.48509,-0.20714,0.45828,0.59869,72521.2,12.30424,143034,24.26773,-10908.9,-0.15042,-1.85085,33698.3,5.71739,9517.76,0.28244,1.61482,38822.9,6.58685,-20426.66,-0.52615,-3.46567,0.03259,0.012,-1543.8,-0.26193,-1779.1,-0.02834,-0.30185,-1844,-0.31286,-2418.7,-0.41037,-1016.63,-0.01066,-0.17249,874.9,0.14844,-762.47,-0.00761,-0.12936,0
6gzc_3,0.42563,0.60773,35367.4,13.94614,0,67125.4,26.46901,-4800.2,-0.13572,-1.89282,19968.4,7.87397,1634.17,0.08184,0.64439,15399,6.07216,-6434.37,-0.41784,-2.53721,345,0.54217,1540.12,-1135.64,-0.73737,-0.44781,-1138.86,-0.73946,-0.44908,3557.38,-971.575,-0.27312,-0.38311,-1508.43,-0.42403,-0.59481,0.35616,0.58398,37443.6,14.76483,69593.5,27.44223,-3267.87,-0.08727,-1.28859,23167.7,9.13553,2226.41,0.0961,0.87792,14275.9,5.6293,-5494.28,-0.38486,-2.16651,0.06947,0.02376,-2076.2,-0.81869,-1532.33,-0.04845,-0.60423,-2468.1,-0.97323,-3199.3,-1.26155,-592.24,-0.01426,-0.23353,1123.1,0.44286,-940.09,-0.03298,-0.3707,0
6h3s_1,0.52753,0.66597,77759.9,12.01111,0,156499,24.17346,-17942.8,-0.23075,-2.77152,36232.8,5.59666,-897.775,-0.02478,-0.13867,41527.1,6.41444,-17045.025,-0.41046,-2.63284,340,0.47247,1297.1,-538.284,-0.41499,-0.08315,-555.433,-0.42821,-0.08579,3696.28,-385.859,-0.10439,-0.0596,-734.616,-0.19874,-0.11347,0.51919,0.6646,79487.9,12.27802,158367,24.462,-16990.9,-0.21375,-2.62448,39015.8,6.02654,-392.462,-0.01006,-0.06062,40472.1,6.25148,-16598.438,-0.41012,-2.56386,0.00833,0.00137,-1728,-0.26691,-951.9,-0.01699,-0.14703,-1868,-0.28854,-2783,-0.42987,-505.313,-0.01472,-0.07805,1055,0.16296,-446.587,-0.00033,-0.06898,0
6h3u_14,0.52352,0.6609,47058.5,11.94985,0,94674.9,24.04137,-11108,-0.23605,-2.82072,21217,5.38776,-597.215,-0.02815,-0.15165,25841.5,6.56209,-10510.785,-0.40674,-2.66907,254,0.37251,1089.55,-395.297,-0.36281,-0.10038,-414.19,-0.38015,-0.10518,2201.93,-324.884,-0.14755,-0.0825,-522.249,-0.23718,-0.13262,0.51166,0.64721,48471.9,12.30876,96531.2,24.51275,-10251.5,-0.21149,-2.60322,23496.7,5.96666,-23.0708,-0.00098,-0.00586,24975.2,6.3421,-10228.4292,-0.40954,-2.59737,0.01187,0.01369,-1413.4,-0.35891,-856.5,-0.02455,-0.2175,-1856.3,-0.47138,-2279.7,-0.5789,-574.1442,-0.02717,-0.1458,866.3,0.21998,-282.3558,0.0028,-0.0717,0
6h4h_10,0.45185,0.61081,95390.9,12.67148,0,188059,24.98127,-17904.9,-0.1877,-2.37844,48650.1,6.46255,-450.92,-0.00927,-0.0599,46740.8,6.20893,-17453.98,-0.37342,-2.31854,270,0.25759,1058.22,-326.078,-0.30814,-0.04332,-322.971,-0.3052,-0.0429,3472.69,-543.952,-0.15664,-0.07226,-661.77,-0.19056,-0.08791,0.44877,0.6116,96727.5,12.84903,189352,25.15303,-17807.2,-0.1841,-2.36546,50928.8,6.76525,-660.22,-0.01296,-0.0877,45798.7,6.08378,-17146.98,-0.3744,-2.27776,0.00308,-0.00079,-1336.6,-0.17755,-97.7,-0.0036,-0.01298,-1293,-0.17176,-2278.7,-0.3027,209.3,0.00369,0.0278,942.1,0.12515,-307,0.00098,-0.04078,0
6h97_3,0.47548,0.61721,46749.7,12.64873,0,90451.8,24.47289,-10968.3,-0.23462,-2.96761,23461.3,6.34775,-1979.98,-0.08439,-0.53571,23288.4,6.30097,-8988.32,-0.38596,-2.4319,256,0.34586,1146.61,-311.434,-0.27161,-0.08426,-311.092,-0.27131,-0.08417,3212.3,-696.069,-0.21669,-0.18833,-709.063,-0.22073,-0.19185,0.46971,0.60863,48224.7,13.04781,92228.2,24.95352,-10628.7,-0.2204,-2.87573,25887,7.00406,-1888.74,-0.07296,-0.51102,22337.7,6.04375,-8739.96,-0.39126,-2.36471,0.00578,0.00859,-1475,-0.39908,-339.6,-0.01422,-0.09188,-1776.4,-0.48063,-2425.7,-0.6563,-91.24,-0.01143,-0.02469,950.7,0.25722,-248.36,0.00531,-0.0672,0
6hkw_16,0.55804,0.60983,60091.4,12.04236,0,121622,24.37315,-18440.5,-0.30687,-3.69549,26689.9,5.34868,-5528.25,-0.20713,-1.10787,33401.5,6.69369,-12912.25,-0.38658,-2.58763,404,0.35281,1509.79,-568.361,-0.37645,-0.1139,-523.091,-0.34647,-0.10483,3974.49,-831.864,-0.2093,-0.16671,-954.728,-0.24021,-0.19133,0.54925,0.61557,62140.2,12.45295,124017,24.85311,-18228.1,-0.29334,-3.65293,29875.5,5.98707,-5765.02,-0.19297,-1.15531,32264.7,6.46587,-12463.08,-0.38628,-2.49761,0.00879,-0.00575,-2048.8,-0.41058,-212.4,-0.01354,-0.04257,-2395,-0.47996,-3185.6,-0.6384,236.77,-0.01416,0.04745,1136.8,0.22782,-449.17,-3e-04,-0.09001,0
6hzl_2,0.49631,0.65696,62583.9,12.01226,0,127079,24.39136,-13480.5,-0.2154,-2.58743,28651.9,5.4994,475.393,0.01659,0.09125,33932,6.51286,-13955.893,-0.41129,-2.67867,336,0.31252,1422.29,-224.779,-0.15804,-0.04314,-230.347,-0.16196,-0.04421,3621.22,-699.718,-0.19323,-0.1343,-646.313,-0.17848,-0.12405,0.4928,0.6637,64477.2,12.37566,129184,24.79539,-13776.6,-0.21367,-2.64426,31690.2,6.08257,60.4767,0.00191,0.01161,32787,6.29309,-13837.0767,-0.42203,-2.65587,0.0035,-0.00674,-1893.3,-0.3634,296.1,-0.00173,0.05683,-2105,-0.40403,-3038.3,-0.58317,414.9163,0.01468,0.07964,1145,0.21977,-118.8163,0.01074,-0.02281,0
6i04_3,0.53197,0.65978,81604.2,11.73992,0,169009,24.31434,-18039.7,-0.22106,-2.59527,36217.8,5.21044,2155.42,0.05951,0.31009,45386.4,6.52948,-20195.12,-0.44496,-2.90535,337,0.36988,1374.51,-525.02,-0.38197,-0.07553,-512.295,-0.37271,-0.0737,3760.01,-398.015,-0.10585,-0.05726,-647.177,-0.17212,-0.09311,0.52416,0.65891,83389.2,11.99672,170969,24.59632,-17308.2,-0.20756,-2.49003,39184.9,5.6373,2471.95,0.06308,0.35563,44204.3,6.35942,-19780.15,-0.44747,-2.84566,0.00781,0.00087,-1785,-0.2568,-731.5,-0.0135,-0.10524,-1960,-0.28197,-2967.1,-0.42686,-316.53,-0.00357,-0.04554,1182.1,0.17006,-414.97,0.00251,-0.0597,0
6i3j_3,0.55425,0.69154,91991.1,10.86595,0,190688,22.52398,-23758.3,-0.25827,-2.80632,34974.9,4.13122,1238,0.0354,0.14623,57016.2,6.73473,-24996.3,-0.43841,-2.95255,212,0.26062,858.229,-177.665,-0.20701,-0.02099,-169.153,-0.1971,-0.01998,2465.59,-164.904,-0.06688,-0.01948,-232.747,-0.0944,-0.02749,0.55334,0.69461,93149.5,11.00278,191919,22.66938,-23685.3,-0.25427,-2.7977,36851.9,4.35293,1154.77,0.03134,0.1364,56297.6,6.64985,-24840.07,-0.44123,-2.9341,0.00091,-0.00307,-1158.4,-0.13683,-73,-0.004,-0.00862,-1231,-0.14541,-1877,-0.22171,83.23,0.00406,0.00983,718.6,0.08488,-156.23,0.00282,-0.01845,0
6i7k_1,0.43478,0.60952,68547.8,12.78877,0,133364,24.88134,-12142.3,-0.17714,-2.26535,34053.7,6.3533,-308.827,-0.00907,-0.05762,34494.1,6.43547,-11833.473,-0.34306,-2.20774,262,0.23873,1124.7,-255.672,-0.22732,-0.0477,-278.236,-0.24739,-0.05191,2784.47,-446.198,-0.16025,-0.08325,-514.502,-0.18478,-0.09599,0.42892,0.60645,70030.2,13.06534,135274,25.23769,-11983.8,-0.17112,-2.23578,36375.2,6.78642,-310.288,-0.00853,-0.05789,33655,6.27892,-11673.512,-0.34686,-2.17789,0.00586,0.00307,-1482.4,-0.27657,-158.5,-0.00601,-0.02957,-1910,-0.35634,-2321.5,-0.43312,1.461,-0.00054,0.00027,839.1,0.15655,-159.961,0.0038,-0.02984,0
