pdb,F_I-sc,F_dG-cross/dSASAx100,F_dG-separated/dSASAx100,F_dSASA-polar,F_fa-dun,F_fa-intra-rep,F_fa-intra-sol-xover4,F_sc-value
3wgn_3,10.431,-0.354,-0.763,1012.923,1795.968,8.457,118.79,0.371
3wkl_2,-31.595,-1.636,-1.709,880.375,1242.039,4.148,70.207,0.632
3wnk_2,8328.163,71.975,113.459,1259.349,8280.116,1047.415,390.624,0.0
3woa_1,-67.125,-2.667,-1.767,752.225,1557.87,9.432,173.449,0.676
3woi_1,-37.658,-4.366,112.496,396.883,3579.23,15.666,293.01,0.818
3wpw_1,-53.853,-3.076,-2.072,1018.116,884.477,3.837,71.391,0.713
3wud_1,-38.925,-3.651,50.029,553.168,703.47,3.118,59.515,0.569
3wxm_3,-1.883,-0.824,-0.263,994.738,3203.382,13.842,161.908,0.591
3zc9_1,-33.319,-2.567,38.118,664.573,731.416,3.309,61.049,0.606
3zig_1,1814.692,-1.234,0.46,800.671,543.171,2.352,27.826,0.671
3zl7_8,20.992,-0.476,63.653,1296.985,2122.824,5.948,114.941,0.515
3zpg_1,-145.789,-3.913,-3.212,1586.926,1541.938,7.099,131.847,0.731
3zrd_1,-30.582,-2.146,41.875,428.673,641.429,2.65,54.582,0.63
3zrt_1,-55.969,-1.759,-1.223,1337.242,1145.071,5.217,75.77,0.664
3zyl_1,-45.915,-2.313,-1.532,692.782,942.418,5.991,105.351,0.695
4a12_9,-20.4,-1.371,-0.274,1669.806,1141.748,3.492,78.818,0.658
4a56_1,-9.885,-1.819,7.893,662.462,402.937,1.755,40.895,0.739
4a64_5,-24.152,-1.772,-0.643,1365.693,2020.954,9.922,161.467,0.604
4a7p_1,-104.299,-2.068,-0.929,1615.847,3671.17,13.096,161.237,0.503
4aj7_1,285.239,-1.46,5.662,531.084,504.118,2.836,48.559,0.567
4aqf_9,67.384,3.567,4.249,1929.758,5300.474,19.681,197.097,0.44
4aqt_3,9.244,-0.922,222.978,1164.229,2188.27,9.003,157.585,0.573
4aw3_1,-14.124,-1.132,-0.512,1038.323,2146.837,9.643,168.313,0.416
4axv_2,-21.32,-1.567,-0.575,899.041,1231.194,5.711,109.916,0.593
4ayg_2,-34.02,-1.7,-0.52,1455.926,3966.9,19.531,437.557,0.679
4ayn_1,-40.887,-1.916,-1.537,857.244,531.296,2.012,52.25,0.654
4b87_1,-9.826,-0.929,19.3,1043.446,1531.242,7.881,125.413,0.521
4bbr_39,4.534,-1.362,0.586,302.292,11275.939,23.858,472.505,0.413
4bkm_1,-78.926,-2.474,30.52,1004.945,1428.323,19.648,100.997,0.666
4bla_10,-8.614,-1.375,-0.661,892.104,3289.623,16.273,284.864,0.6
4bq8_3,-43.84,-1.145,2.47,809.396,1123.914,2.916,57.27,0.511
4c0o_1,-20.428,-1.282,-0.691,1310.356,5622.748,23.368,399.457,0.626
4c0p_1,103631.086,951.677,992.898,2345.222,11207.267,736.196,475.276,0.0
4c0s_1,13.331,-0.807,0.041,2502.389,4236.71,14.035,177.45,0.504
4c5g_6,-23.873,-0.986,-0.808,1164.62,1614.906,9.996,170.782,0.529
4c98_1,-40.385,-2.564,-1.637,713.785,1122.862,5.757,93.386,0.65
4ccf_7,9516.085,18.303,410.022,929.157,4178.194,614.091,140.263,0.0
4cgr_1,-38.999,-2.296,-2.029,651.334,989.137,4.843,83.446,0.607
4chl_1,-38.025,-2.787,-2.571,573.108,989.388,4.682,89.359,0.597
4ckl_2,673.498,25.834,26.825,991.858,1889.604,10.164,188.19,0.601
4ckm_2,-72.082,-4.129,-3.562,596.385,610.332,3.346,53.365,0.821
4ckn_2,-43.879,-2.556,-1.374,767.393,1031.53,4.208,74.281,0.685
4cmp_11,446243.75,2861.776,3001.667,1901.633,15110.191,1181.424,607.998,0.0
4cqo_2,-4.546,-0.877,0.482,1101.793,2471.545,14.041,229.872,0.565
4cqo_7,-42.009,-1.349,-0.794,1449.852,2526.185,14.02,230.806,0.547
4cyj_12,-21.023,-1.165,-0.803,1404.666,1976.039,9.949,179.244,0.512
4czm_1,-9.835,-1.662,-0.256,903.561,2470.207,8.452,108.703,0.527
4czm_5,26.033,-0.298,0.304,1346.781,2401.841,8.506,106.616,0.565
4d6y_1,-32.633,-2.549,-1.92,440.689,602.577,2.208,50.296,0.637
4d94_2,-51.244,-1.573,30.946,1701.796,6884.515,29.187,511.895,0.541
4d9o_1,-40.693,-2.269,-1.833,912.32,1029.724,5.68,74.515,0.719
4da4_1,13.848,-0.722,0.006,1181.136,5093.259,24.07,357.176,0.555
4dez_3,-21.297,-1.42,-0.454,1301.665,1137.398,6.148,79.265,0.426
4dj2_1,16.441,-1.135,-0.587,730.892,2087.717,10.883,117.815,0.59
4dj3_1,-33.01,-1.94,-1.343,479.146,1995.082,7.926,118.411,0.734
4dkc_1,-42.214,-3.134,74.564,343.389,696.094,3.991,67.135,0.667
4dmz_1,-43.256,-1.986,-0.949,1222.93,1187.287,6.847,115.715,0.659
4dq0_1,-28.509,-1.49,-0.861,1303.185,963.638,5.098,81.349,0.645
4ds3_1,-45.283,-2.931,-2.613,520.767,642.675,3.694,65.787,0.709
4dsc_1,50.766,-1.771,-1.082,770.377,683.744,3.546,69.713,0.698
4du5_2,-26.67,-1.926,-1.08,926.239,1975.577,6.923,99.192,0.612
4dup_1,56.901,-3.334,-2.703,927.666,2209.481,10.134,101.87,0.686
4dvh_1,-45.363,-2.384,-1.335,927.731,889.483,3.441,81.621,0.763
4dyw_3,-73.078,-3.383,-3.312,734.002,520.886,2.681,49.759,0.742
4e04_1,-60.002,-2.312,-1.375,1214.718,1552.276,7.465,126.315,0.619
4e4j_2,-10.492,-1.305,-0.726,735.512,1709.671,10.182,151.159,0.568
4e5y_1,-44.866,-2.939,-1.545,934.016,2192.047,9.17,141.831,0.66
4e69_2,-51.425,-3.08,-2.896,789.167,935.254,5.855,106.272,0.801
4e86_14,867.852,85.608,115.34,455.448,247.891,1.831,9.99,0.656
4e89_2,-20.352,-1.37,-0.643,959.163,910.167,4.25,68.407,0.666
4eht_1,-27.264,-2.896,-2.873,307.245,1103.113,6.338,97.969,0.767
4eib_6,-134.577,-3.87,-3.547,1693.854,524.308,2.254,42.714,0.796
4emb_2,-15.735,-1.94,-0.866,703.019,936.184,5.359,100.387,0.668
4eo9_1,-32.207,-1.959,-1.59,891.065,1109.887,5.022,96.297,0.617
4epl_2,-39.586,-1.448,-0.825,985.939,2068.892,13.905,223.384,0.63
4eru_1,-3.326,-1.58,-1.026,1014.347,804.462,3.432,67.028,0.456
4ese_1,-57.253,-2.555,-2.358,769.64,650.159,4.253,62.758,0.684
4ex4_1,-30.443,-1.094,-0.61,1096.098,2848.567,15.911,276.287,0.471
4exn_1,-26.334,-3.072,83.27,386.909,1105.069,5.967,73.283,0.642
4exo_1,-37.652,-2.632,-1.986,388.244,609.996,2.909,64.531,0.73
4exq_2,-63.951,-2.468,-2.126,960.93,1197.074,6.858,137.212,0.665
4f2n_2,-42.881,-2.314,-1.447,895.894,782.998,5.495,88.382,0.737
4f7o_1,37.761,1.051,2.755,699.545,2113.313,7.28,105.291,0.511
4f7r_11,63924.348,497.966,727.151,423.392,2829.922,180.167,119.572,0.0
4f82_1,-33.716,-2.439,-2.237,474.819,568.15,3.243,52.855,0.561
4fbi_1,-69.316,-3.878,-3.997,377.13,383.483,3.363,35.374,0.746
4fdb_1,-52.009,-3.276,-2.933,1031.299,381.411,2.275,37.04,0.756
4fhl_2,-15.47,-1.135,-0.284,1193.323,1297.189,7.892,121.719,0.476
4flb_1,-28.077,-1.856,-0.823,751.786,494.972,2.888,60.215,0.61
4fn9_1,14.682,-0.965,1.911,263.046,2008.65,9.68,112.539,0.775
4fna_6,50.107,-0.018,1.095,1279.119,2664.463,9.969,129.685,0.398
4fqn_1,-37.474,-2.176,-1.524,836.617,395.909,2.341,50.095,0.714
4fqu_5,8.269,-0.734,1.036,822.398,2631.128,13.834,138.919,0.592
4fr2_1,-0.874,0.332,8.119,1345.425,2859.328,13.323,159.018,0.555
4ft4_1,-32.812,-1.387,-0.786,1436.472,5790.276,33.586,300.391,0.602
4fzp_1,-45.455,-2.964,-2.55,465.586,325.013,1.973,40.802,0.776
4g0a_16,-39.436,-1.746,-0.953,1397.561,1290.34,9.352,133.349,0.64
4g0b_5,-20.728,-1.055,-0.575,1036.69,2509.116,10.131,161.108,0.615
4g1l_10,18.061,-1.562,-0.233,1024.42,2738.391,9.537,123.543,0.617
4g2e_1,-46.412,-2.337,-2.207,533.858,480.286,3.642,59.144,0.619
4g37_4,-33.223,-1.56,-0.625,1165.902,2423.584,18.383,196.782,0.579
4g3u_6,-45.397,-2.424,-1.082,873.089,1516.958,8.865,144.384,0.621
4g7n_1,-23.278,-1.578,41.786,1014.164,1262.344,6.552,97.986,0.561
4g8t_2,-41.298,-1.99,-1.551,1215.041,1530.813,9.158,179.282,0.598
4ga4_1,-21.16,-2.109,-0.977,1332.866,2212.24,17.77,142.894,0.622
4gc9_1,-71.407,-2.343,-1.732,710.432,1450.225,8.065,127.195,0.591
4gdy_11,-22.212,-1.882,-3.21,687.319,2771.868,7.573,161.909,0.493
4gew_4,-114.947,-2.756,-2.309,2155.214,1492.622,8.063,156.826,0.661
4gmg_11,34.407,0.394,1.407,1274.681,1945.526,7.91,140.706,0.58
4gmk_1,-65.944,-3.188,-3.045,874.274,1111.638,5.173,90.661,0.611
4gml_1,-30.122,-1.497,-0.855,827.765,1364.786,6.316,110.821,0.637
4gtw_1,-23.098,-0.957,126.216,1986.661,3473.428,17.089,289.576,0.432
4guz_5,-50.972,-2.636,-2.462,688.057,1170.887,4.966,109.881,0.7
4gvl_7,116.348,3.461,4.239,1460.572,3992.247,10.059,171.148,0.515
4h2i_1,-46.468,-2.226,63.729,1191.368,2672.707,13.391,231.777,0.575
4h6u_1,-197.121,-3.964,-3.396,2346.999,787.133,5.431,64.633,0.722
4h6z_1,-40.39,-3.247,-2.317,1153.638,926.459,4.066,59.35,0.628
4hc1_28,-67.575,-1.888,38.769,982.283,875.266,4.54,59.318,0.574
4hd0_5,-5.529,-0.315,0.734,930.88,3083.295,23.593,176.099,0.511
4hdg_1,96.494,3.141,3.895,1286.229,3811.282,17.128,278.203,0.621
4hf7_1,908.715,46.875,47.607,699.551,823.91,3.77,80.145,0.629
4hhe_4,-58.108,-1.579,-0.772,2180.033,1510.064,7.533,117.963,0.51
4hj1_6,-53.944,-0.338,158.561,1137.63,2170.136,7.939,155.795,0.609
4hne_6,-44.506,-1.308,0.216,1187.934,2848.267,10.633,163.144,0.518
4hok_1,-0.635,-1.375,-0.651,948.724,2376.31,11.446,134.953,0.675
4hwx_1,-48.638,-2.68,68.883,483.367,351.065,1.7,32.967,0.553
4i15_1,-21.149,-1.82,-1.191,681.781,1169.093,8.07,144.401,0.504
4i1m_4,-53.818,-1.964,-0.887,1281.493,1997.82,10.175,133.262,0.651
4i1t_1,-24.119,-1.363,0.04,636.117,1446.289,6.964,84.212,0.397
4i24_3,-63.594,-2.554,-1.049,1068.188,1286.473,8.27,126.101,0.703
4i5q_1,-63.84,-3.156,76.577,633.445,1054.248,4.901,83.389,0.692
4i6s_9,-87.096,-3.788,-3.605,907.686,224.742,1.644,30.935,0.816
4i8c_13,-1.937,-1.485,-0.184,941.498,2237.364,11.818,205.213,0.589
4ic3_1,-41.394,-3.391,-2.134,566.88,264.067,1.828,25.768,0.703
4ikm_1,-8.584,-0.636,1.81,742.231,1854.452,10.333,190.32,0.585
4ina_1,-54.288,-3.315,-3.01,459.156,2018.466,10.5,168.284,0.663
4iry_1,14.632,-0.889,1.008,906.026,3925.94,18.21,178.779,0.427
4iyp_5,-18.029,-2.045,0.278,1053.052,1072.76,4.027,53.401,0.475
4iys_1,42.329,-1.367,-0.2,1143.798,839.653,4.89,74.191,0.589
4j2p_1,-82.306,-2.7,-1.901,1118.492,991.511,5.6,107.144,0.645
4j9a_11,-45.161,-2.524,-2.281,543.639,560.325,4.287,50.588,0.628
4jc8_1,14.585,-1.02,0.452,1318.053,4097.136,17.404,250.037,0.707
4jdl_2,-0.209,-0.919,-0.312,868.018,1496.84,8.033,75.253,0.615
4je1_1,-52.354,-3.221,33.388,661.396,427.568,3.004,52.446,0.719
4jp4_1,-63.21,-3.254,-2.818,855.05,650.761,3.412,68.97,0.717
4ju5_1,184.867,-0.426,0.643,1189.086,1088.302,4.236,86.113,0.607
4jz2_1,-30.304,-1.772,-0.848,552.572,777.154,4.742,92.788,0.776
4k30_3,-24.967,-2.327,-1.343,412.784,766.386,3.809,63.169,0.597
4k5s_1,45.337,-0.396,0.567,974.291,1712.699,10.936,188.12,0.497
4kcx_1,-28.132,-1.957,-1.706,344.228,784.055,3.409,46.949,0.71
4kgb_1,-127.069,-2.52,-1.931,1788.77,2612.522,11.053,167.631,0.694
4kkd_1,1.718,-1.214,268.711,995.195,2974.681,13.331,164.695,0.604
4kmd_4,-38.466,-2.032,-1.109,1113.158,1710.311,8.109,156.739,0.651
4knh_1,-45.969,-1.433,-0.502,1287.037,4633.923,22.523,418.72,0.706
4knh_4,-5.481,-0.922,-0.451,824.891,4144.707,21.721,404.827,0.603
4kv9_1,-40.424,-1.828,-1.534,954.374,1296.455,6.571,110.015,0.694
4kvr_2,-39.004,-2.632,-1.387,851.186,875.809,5.412,107.463,0.663
4kxf_17,-24.177,-1.02,-0.121,2049.104,9361.809,27.333,358.704,0.525
4kyx_1,-62.526,-2.893,-2.391,768.562,583.045,3.471,64.868,0.795
4l3q_1,25.451,-1.088,1.567,871.109,3643.051,10.932,204.913,0.696
4l4w_9,-7.038,-1.432,-0.947,1219.883,921.564,5.449,90.024,0.561
4l4z_1,-27.884,-2.02,-0.648,479.747,1397.028,6.185,83.046,0.567
4l7e_1,-123.164,-2.716,-1.745,1541.349,931.549,4.485,100.168,0.648
4l85_1,-23.597,-2.932,-2.114,355.225,587.633,2.733,47.346,0.818
4ld8_1,-42.95,-2.569,-1.609,611.219,954.68,5.904,78.702,0.685
4ldb_4,147.019,3.317,4.696,874.679,1365.032,7.856,93.231,0.576
4ldz_1,-45.792,-2.632,-2.059,860.206,844.058,3.363,66.77,0.728
4le0_1,-43.403,-2.9,-2.142,741.184,995.133,2.317,46.948,0.764
4lev_3,-5.828,-1.838,-0.118,1236.44,2260.447,10.36,163.193,0.588
4lft_1,-14.812,6.157,219.454,538.486,267.204,1.24,25.286,0.475
4lhc_2,-13.928,-1.785,-1.223,1727.518,3564.238,20.559,349.197,0.642
4lir_1,-46.886,-3.854,-3.347,456.8,360.559,1.473,33.332,0.827
4ljk_2,-42.33,-2.296,-2.134,652.561,1315.232,6.726,79.709,0.681
4lmf_6,-37.683,-2.085,153.761,537.231,1375.479,6.017,122.408,0.603
4lo5_2,-9.96,-0.71,-0.48,1043.232,2430.256,11.556,169.855,0.5
4low_1,-37.202,-3.195,-2.316,529.933,304.244,1.356,36.723,0.795
4lrw_1,-10.762,-1.441,0.074,487.397,586.735,3.949,70.709,0.576
4lw8_1,-51.85,-3.525,-3.12,298.438,916.945,6.295,107.87,0.662
4lza_1,-84.59,-2.77,-2.198,1207.985,783.848,3.97,62.594,0.687
4m58_1,54.342,-1.397,-0.209,1389.392,938.864,6.294,69.925,0.543
4mdh_1,-66.45,-2.474,-1.066,1210.35,3801.312,13.112,123.325,0.598
4mei_1,-32.046,-2.408,-2.064,472.986,799.661,3.453,62.702,0.689
4mhr_2,-22.744,-3.09,-2.944,649.262,1381.85,6.093,125.762,0.728
4mko_2,-55.592,-2.855,-2.395,778.276,858.52,4.183,90.679,0.716
4mkq_1,-37.785,-2.361,-1.588,823.646,816.483,3.026,59.449,0.764
4mmm_5,-45.965,-2.623,-2.418,392.641,647.185,3.248,58.612,0.669
4mqb_1,-9.547,-0.894,-0.088,696.797,824.973,4.84,89.921,0.397
4muo_1,-69.752,-2.951,-2.591,830.322,1305.504,7.199,122.703,0.723
4n3v_1,-47.544,-2.48,-1.044,1033.076,753.821,3.531,72.905,0.709
4n4a_3,-37.686,0.743,1.453,1283.439,2087.596,10.964,194.395,0.594
4nf1_4,-44.654,-3.057,-2.514,641.339,651.449,3.459,68.986,0.693
4ngf_4,-29.39,-1.959,-1.621,986.797,1853.388,9.072,113.452,0.651
4nif_2,-34.04,-1.786,-1.175,1002.04,1342.773,7.451,133.95,0.557
4nk0_2,-12.733,-2.074,-1.193,399.699,375.064,2.293,44.836,0.769
4nld_3,-33.586,-1.262,-0.747,1320.975,2799.225,8.892,188.672,0.502
4nnz_2,-24.33,-1.523,-1.03,799.315,3399.596,14.06,184.582,0.649
4npj_1,-35.527,-1.502,-0.636,1591.163,1447.97,6.715,118.027,0.578
4nqq_1,-43.095,-2.925,-2.194,701.107,783.93,4.773,84.845,0.8
4nsv_1,-4.474,-0.57,156.938,299.226,706.123,4.513,92.212,0.553
4nuq_1,-56.654,-3.426,-2.946,571.268,891.532,4.713,78.238,0.688
4nvr_1,-54.901,-2.919,-1.992,459.338,1151.372,6.829,131.028,0.676
4nwc_2,-25.873,-1.72,34.02,559.637,1087.847,6.31,103.562,0.536
4nxf_1,-16.805,-1.551,-1.091,401.783,435.741,2.762,54.039,0.646
4nxw_2,-21.796,-1.176,-0.445,769.458,1607.021,7.855,131.983,0.504
4nzj_2,-58.466,-2.449,19.648,1691.346,1583.933,9.634,190.842,0.65
4nzq_2,62.259,1.405,338.7,1117.66,4008.717,13.401,240.594,0.593
4nzv_1,-31.561,-3.288,-2.634,208.7,1563.812,10.607,146.164,0.701
4o03_1,8.406,-0.378,264.104,1604.24,5664.17,15.892,284.141,0.426
4o1h_1,-25.02,-1.444,-0.729,555.595,976.254,3.59,37.103,0.385
4o1i_2,-29.496,-1.788,-0.494,642.358,780.685,2.656,32.983,0.494
4o1r_2,-31.148,-2.774,-2.483,477.772,481.995,3.066,46.914,0.797
4o1w_1,-29.852,-2.345,-2.188,805.944,268.097,1.408,23.675,0.761
4o67_1,2.455,-0.773,0.138,442.199,2016.364,11.022,172.529,0.579
4o7v_1,-51.692,-2.956,-1.605,762.619,1102.926,5.181,98.694,0.656
4o9k_1,-36.244,-2.552,-1.092,1144.32,470.368,2.837,50.113,0.614
4oar_3,30.147,-1.989,-1.213,1020.795,1347.258,6.071,100.147,0.585
4ofd_1,22.578,-0.066,150.291,552.313,1285.643,4.803,74.601,0.519
4ohc_2,-51.126,-3.197,-2.487,1164.139,864.403,4.953,87.777,0.722
4oie_1,-54.111,-3.957,185.952,713.656,736.537,3.681,73.562,0.718
4oja_1,-37.64,-3.316,-2.952,483.268,974.641,3.57,55.056,0.695
4oky_1,71.725,-1.923,-0.271,653.745,2817.256,9.137,129.748,0.487
4omv_1,-24.399,-0.706,-0.098,644.0,1236.087,4.041,77.608,0.541
4oph_1,114.902,2.987,4.618,898.853,2070.946,11.594,92.559,0.674
4ov8_5,-52.093,-1.516,37.218,1835.931,1795.182,9.673,166.052,0.591
4p2l_1,-13.808,-1.078,129.03,1122.666,1876.776,11.154,209.389,0.55
4p3o_5,-30.83,-1.057,-0.15,1425.485,1984.64,10.05,184.799,0.545
4p3w_1,-58.271,-2.311,-1.701,1215.538,942.885,41.449,58.335,0.614
4p52_2,-76.378,-2.759,-1.914,1054.547,1435.085,6.56,106.284,0.7
4p7o_1,-52.761,-2.019,-1.281,1092.467,1401.347,8.173,155.177,0.742
4paa_1,-6.195,-0.944,-0.132,1222.443,3931.709,17.851,340.507,0.647
4pbc_1,-340.075,-3.359,-2.802,3973.078,963.209,6.381,108.954,0.751
4pbe_1,-71.157,-2.918,-2.2,1172.351,1267.991,8.28,133.893,0.667
4pel_7,10.197,-0.844,-0.4,1465.183,3258.109,12.3,221.579,0.516
4pfe_1,-36.36,-1.942,-0.949,1494.696,1976.842,8.183,145.081,0.7
4ph6_1,-55.622,-3.547,-2.846,589.087,968.749,5.942,96.54,0.787
4pln_1,12.209,-0.87,552.805,925.759,2824.544,10.762,187.814,0.632
4pob_1,-29.797,-2.991,-2.411,438.55,342.095,1.999,38.771,0.668
4ppy_1,-47.406,-2.307,-2.112,896.746,717.291,4.225,84.463,0.612
4pr3_1,-64.862,-3.081,-2.345,728.184,849.956,4.623,69.554,0.654
4pwz_1,-24.098,-1.407,-102.601,1108.679,1263.214,9.299,142.67,0.639
4pyz_1,337.891,-0.48,-0.154,1035.046,1537.319,4.411,109.665,0.45
4pz8_4,5.619,-0.768,0.428,1489.743,1969.36,9.48,174.376,0.495
4pz9_1,-44.889,-3.147,-2.846,794.315,990.885,4.53,79.22,0.695
4pzk_1,-91.578,-3.162,-2.95,1383.899,660.659,3.881,72.958,0.747
4q5y_1,81.188,1.357,25.015,1079.557,2410.777,19.054,148.095,0.536
4q7e_1,-42.147,-2.521,-2.066,630.064,543.581,3.098,60.856,0.713
4q7j_22,1.077,-0.81,1.559,862.092,3245.941,14.226,228.677,0.432
4q96_2,202.022,-3.375,-2.479,983.81,597.733,3.272,60.835,0.755
4q97_1,9.018,-2.002,42.531,568.234,932.186,2.17,37.289,0.458
4q9a_1,-55.846,-2.835,-2.004,647.096,1189.246,4.03,88.494,0.686
4qbo_1,-44.059,-2.831,-1.898,520.784,303.423,2.082,32.087,0.743
4qdh_1,-20.616,-1.078,64.608,1456.327,2435.563,10.24,151.705,0.543
4qds_1,1056.597,0.095,30.751,593.238,2037.914,263.469,109.223,0.0
4qf2_1,-32.659,-2.932,-2.239,495.438,213.796,0.999,20.606,0.703
4qf3_3,-39.71,-2.813,-2.564,512.954,247.717,1.134,20.42,0.633
4qgb_1,49.317,-0.089,1.575,1161.229,1856.3,6.964,90.905,0.478
4qhh_3,-59.599,-2.651,-2.107,670.708,798.23,2.121,51.772,0.546
4qhi_1,-34.675,-2.309,-1.64,856.286,730.326,2.346,55.291,0.676
4qhj_1,-40.823,-2.619,-0.936,580.645,572.875,2.442,51.992,0.617
4qin_1,-48.723,-1.849,99.064,753.886,2445.441,8.854,169.016,0.67
4qxw_1,-55.989,-3.53,-2.531,773.091,410.875,2.421,45.629,0.738
4ray_1,-160.68,-4.935,-4.401,769.751,493.79,2.889,68.824,0.768
4rb0_7,-48.885,-2.412,-1.743,1024.326,522.261,2.788,67.671,0.619
4rct_1,3.493,-2.493,-1.499,1057.032,1777.844,8.478,157.018,0.694
4re8_3,-36.597,-2.433,-1.651,170.532,1392.12,6.832,99.048,0.69
4red_1,-27.124,-1.482,-0.204,1493.58,2195.785,11.403,143.379,0.536
4red_8,-54.528,-1.613,-1.139,1509.823,2195.785,11.403,143.379,0.58
4rfp_1,-14.563,-1.348,257.752,666.456,549.671,2.503,58.306,0.482
4rly_3,-55.552,-2.206,-1.077,1264.686,2053.011,65.682,130.219,0.579
4rmm_1,125.969,1.285,1.755,666.059,1046.098,5.3,64.43,0.532
4rnj_1,-25.266,-1.677,-0.83,752.02,1258.353,6.535,106.103,0.594
4rxj_2,-119.285,-3.682,-3.157,911.461,437.168,2.417,46.627,0.781
4rz0_1,-31.052,-1.747,-1.937,749.615,404.547,3.434,39.961,0.474
4rzk_1,-26.112,-3.034,-2.571,552.369,953.89,4.292,34.263,0.754
4s3m_1,8.462,-0.616,-0.093,271.118,1291.506,7.404,116.561,0.451
4tkx_3,1421.522,47.177,51.788,978.335,3668.059,554.23,196.776,0.0
4tkz_2,-96.298,-3.125,-2.684,1042.433,563.835,3.36,48.874,0.691
4tmb_2,-34.763,-2.39,-2.197,704.374,1837.532,8.913,172.584,0.533
4trt_1,-72.474,-3.208,-2.704,959.49,1357.452,7.101,124.51,0.678
4tse_1,-64.664,-2.868,-2.432,978.976,568.099,3.328,53.066,0.735
4tt4_1,366.913,0.0,0.096,74.418,705.386,3.654,69.683,0.791
4ttw_1,525.809,-2.651,-1.903,526.087,529.301,3.223,48.146,0.699
4twa_2,-6.511,-1.258,0.221,1192.396,3134.994,15.001,212.224,0.632
4u04_1,-60.286,-3.658,-3.145,671.431,2082.159,6.397,131.699,0.677
4u59_2,227358.781,756.817,765.44,4521.008,13314.487,1294.392,708.536,0.0
4u5k_1,9958.562,40.578,54.977,1144.944,5517.749,652.545,222.036,0.0
4u66_5,15.849,-0.973,-0.538,1013.43,1451.964,5.894,97.709,0.569
4u9o_3,-29.441,-1.916,-1.474,1107.713,1132.017,7.008,106.906,0.682
4v07_1,-63.22,-2.919,-2.029,815.498,982.442,4.925,85.357,0.671
4w4j_5,-17.7,-1.222,-0.445,1278.082,1470.839,7.068,99.572,0.594
4w8c_6,15073.539,4.183,23.798,1707.089,1653.249,162.408,77.295,0.0
4w8j_6,33739.859,244.54,262.257,2674.577,18217.503,1934.064,615.914,0.0
4w8p_5,-47.163,-1.929,-1.176,1483.923,1054.383,5.342,107.461,0.579
4whj_1,-48.452,-2.397,-1.839,701.169,1961.491,14.205,255.381,0.591
4wlm_2,-31.262,-1.812,21.413,971.45,1586.783,6.424,128.489,0.651
4wny_1,-5.539,-2.436,-0.514,587.734,548.504,2.955,54.108,0.617
4wov_3,-21.678,-1.835,-1.35,702.997,872.826,4.512,93.519,0.59
4wph_1,-26.967,-1.233,-0.85,1278.072,1982.883,8.081,149.492,0.534
4wt0_1,-27.707,-3.299,-2.965,248.138,336.413,1.871,29.135,0.687
4wvr_2,-43.237,-3.198,29.822,567.747,351.66,2.077,32.743,0.77
4wwc_3,-13.437,-0.87,-0.614,1355.41,1507.533,6.538,90.728,0.616
4wzh_4,-7.524,-1.041,-0.698,974.37,1148.311,7.232,102.406,0.489
4x0r_1,-37.98,-2.531,-1.386,737.792,1498.507,8.19,110.139,0.609
4x94_4,0.345,-0.403,28.287,892.148,1755.796,8.85,150.976,0.557
4xar_1,-48.159,-2.133,106.208,818.894,2277.784,8.514,185.884,0.763
4xas_1,-24.362,-0.321,149.105,573.084,2642.466,8.253,174.784,0.466
4xbd_3,-15.139,-1.632,-1.498,370.264,493.817,4.405,46.232,0.709
4xea_1,-48.962,-2.326,-1.913,676.546,1877.746,9.239,201.201,0.677
4xss_5,-21.186,-0.994,297.885,1162.81,1596.549,6.251,123.616,0.545
4xvv_1,-53.747,-2.577,21.486,870.086,349.182,1.427,30.676,0.745
4xws_2,-23.867,-1.576,-0.703,741.947,931.914,4.991,73.912,0.562
4y5u_1,-42.069,-2.297,-1.506,1089.178,4887.292,18.523,217.422,0.706
4ye0_1,-24.527,-1.969,-1.05,735.041,709.759,2.035,43.575,0.617
4yet_1,-44.041,-2.695,-1.689,669.389,665.572,4.088,75.876,0.716
4yh6_1,1.147,0.533,78.595,1971.599,2511.761,8.509,131.106,0.537
4yiw_1,-47.69,-2.381,-2.227,550.776,1728.478,7.542,165.703,0.731
4yl6_4,-71.374,-3.304,-1.938,955.127,388.11,2.412,46.877,0.683
4ytv_3,-25.971,-1.755,29.033,589.975,242.78,1.517,29.214,0.558
4yxf_1,-69.019,-2.751,-1.681,1175.55,1347.392,7.893,88.471,0.584
4yyy_1,-9.904,-1.243,-0.518,580.135,2748.062,14.817,167.914,0.425
4z8x_8,86.172,2.396,5.473,1027.419,4292.808,118.366,189.668,0.678
4zai_4,-72.588,-3.621,50.279,926.94,406.179,2.185,31.568,0.764
4zch_5,-39.793,-1.173,54.766,1767.576,2337.066,7.966,146.136,0.392
4zdu_4,26.239,-0.382,1.131,1362.667,1727.742,10.414,153.104,0.438
4zhr_4,-42.739,-1.936,-1.171,1345.245,2347.247,13.934,234.425,0.571
4ziq_3,-52.847,-1.857,-1.167,2173.574,8918.647,23.925,557.449,0.596
4zlp_4,-34.907,-1.25,287.698,815.488,964.025,4.826,119.525,0.572
4zms_1,-63.672,-3.995,-3.488,429.981,1132.781,5.055,78.813,0.72
4zmy_1,-3.653,-1.244,-0.725,649.271,735.476,4.135,81.398,0.591
4zng_1,-29.708,-1.627,-1.342,678.489,2909.9,9.357,154.628,0.628
