pdb_id,is_levy,is_physio,len_seq,model_id,DockQ,iptm
4qhh_3,False,False,110,model_5_multimer,0.028,0.26901349425315857
4qhi_1,True,False,110,model_2_multimer,0.113,0.3366575837135315
4qhj_1,True,False,110,model_3_multimer,0.72,0.673747718334198
4qin_1,True,True,468,model_4_multimer,0.028,0.14596083760261536
4qxw_1,True,True,107,model_5_multimer,0.904,0.8912407159805298
4ray_1,True,False,145,model_1_multimer,0.308,0.774138331413269
4rb0_7,False,False,145,model_3_multimer,0.019,0.8050646781921387
4rct_1,False,False,365,model_3_multimer,0.288,0.8185727000236511
4re8_3,True,True,256,model_4_multimer,0.726,0.20927181839942932
4red_1,False,False,351,model_2_multimer,0.01,0.12503266334533691
4red_8,False,False,351,model_4_multimer,0.103,0.12399451434612274
4rfp_1,True,True,121,model_3_multimer,0.403,0.16082286834716797
4rly_3,False,False,329,model_5_multimer,0.014,0.18814212083816528
4rmm_1,True,True,154,model_2_multimer,0.675,0.8206713199615479
4rnj_1,True,False,286,model_1_multimer,0.006,0.8326132297515869
4rxj_2,False,False,113,model_4_multimer,0.326,0.5565615892410278
4rz0_1,True,True,146,model_5_multimer,0.806,0.7357172966003418
4rzk_1,True,True,90,model_2_multimer,0.956,0.8182978630065918
4s3m_1,True,False,294,model_3_multimer,0.006,0.8546540141105652
4tkx_3,False,False,452,model_2_multimer,0.019,0.1438027322292328
4tkz_2,True,True,152,model_5_multimer,0.963,0.8504273891448975
4tmb_2,True,True,403,model_3_multimer,0.79,0.9363947510719299
4trt_1,True,True,368,model_4_multimer,0.911,0.8496321439743042
4tse_1,False,False,174,model_1_multimer,0.135,0.18939471244812012
4tt4_1,True,False,130,model_3_multimer,0.02,0.07420802116394043
4ttw_1,True,True,161,model_4_multimer,0.818,0.7789738178253174
4twa_2,False,False,497,model_5_multimer,0.004,0.9396449327468872
4u04_1,True,True,344,model_3_multimer,0.917,0.8655103445053101
4u59_2,False,False,1647,NA,NA,NA
4u5k_1,False,False,403,model_1_multimer,0.028,0.154608815908432
4u66_5,False,False,209,model_2_multimer,0.098,0.2750997245311737
4u9o_3,False,False,360,model_5_multimer,0.021,0.42850980162620544
4v07_1,True,True,244,model_1_multimer,0.619,0.8733457922935486
4w4j_5,False,False,309,model_4_multimer,0.036,0.09146575629711151
4w8c_6,False,False,144,model_2_multimer,0.024,0.3763020634651184
4w8j_6,False,False,1184,model_1_multimer,0.013,0.2000773549079895
4w8p_5,False,False,301,model_3_multimer,0.366,0.1656995415687561
4whj_1,True,True,646,model_1_multimer,0.268,0.4855690598487854
4wlm_2,False,False,306,model_3_multimer,0.117,0.08720763772726059
4wny_1,True,True,168,model_3_multimer,0.548,0.8006945848464966
4wov_3,True,True,317,model_3_multimer,0.007,0.0972733348608017
4wph_1,False,False,375,model_1_multimer,0.025,0.16584688425064087
4wt0_1,True,True,68,model_1_multimer,0.949,0.8973808288574219
4wvr_2,True,True,102,model_2_multimer,0.967,0.845876932144165
4wwc_3,False,False,246,model_2_multimer,0.009,0.6105316281318665
4wzh_4,False,False,347,model_2_multimer,0.006,0.8966443538665771
4x0r_1,True,True,239,model_2_multimer,0.763,0.8500403165817261
4x94_4,False,False,380,model_2_multimer,0.008,0.12423828989267349
4xar_1,True,False,517,model_5_multimer,0.004,0.5032241344451904
4xas_1,True,True,503,model_5_multimer,0.543,0.4769871234893799
4xbd_3,True,False,188,model_4_multimer,0.844,0.702489972114563
4xea_1,True,True,423,model_2_multimer,0.008,0.11299657821655273
4xss_5,False,False,317,model_5_multimer,0.011,0.3273007273674011
4xvv_1,True,True,77,model_4_multimer,0.832,0.8974742293357849
4xws_2,True,True,227,model_2_multimer,0.537,0.8828351497650146
4y5u_1,True,False,549,model_3_multimer,0.361,0.5521824359893799
4ye0_1,True,True,119,model_5_multimer,0.804,0.7186694145202637
4yet_1,True,True,203,model_5_multimer,0.984,0.929435133934021
4yh6_1,False,False,348,model_3_multimer,0.05,0.13030588626861572
4yiw_1,True,True,451,model_3_multimer,0.974,0.922897219657898
4yl6_4,False,False,96,model_2_multimer,0.022,0.2446223348379135
4ytv_3,False,False,84,model_4_multimer,0.027,0.14391441643238068
4yxf_1,True,True,257,model_3_multimer,0.925,0.8941548466682434
4yyy_1,True,False,440,model_2_multimer,0.009,0.8397870063781738
4z8x_8,False,False,497,model_4_multimer,0.044,0.46998152136802673
4zai_4,False,False,88,model_4_multimer,0.199,0.35672616958618164
4zch_5,False,False,438,model_3_multimer,0.138,0.1229136735200882
4zdu_4,False,False,428,model_2_multimer,0.017,0.1331169307231903
4zhr_4,False,False,562,model_2_multimer,0.007,0.20411527156829834
4ziq_3,False,False,1617,model_4_multimer,0.007,0.24435608088970184
4zlp_4,False,False,271,model_4_multimer,0.005,0.8427615165710449
4zms_1,True,False,207,model_2_multimer,0.7,0.6085449457168579
4zmy_1,True,False,214,model_5_multimer,0.014,0.5314706563949585
4zng_1,True,True,362,model_1_multimer,0.831,0.8136321306228638
4zqb_1,True,False,316,model_2_multimer,0.011,0.9367289543151855
4zrn_1,True,True,312,model_5_multimer,0.952,0.9373788237571716
4zwv_1,True,True,372,model_3_multimer,0.968,0.9600765109062195
5a0j_1,True,True,342,model_3_multimer,0.805,0.7966721653938293
5a1k_8,False,False,344,model_5_multimer,0.008,0.5996432304382324
5abr_1,True,True,126,model_3_multimer,0.982,0.830278754234314
5afb_2,False,False,384,model_1_multimer,0.02,0.16801072657108307
5afb_5,False,False,384,model_2_multimer,0.039,0.21643196046352386
5ajn_3,False,False,571,model_4_multimer,0.037,0.1690138280391693
5an1_5,True,True,219,model_1_multimer,0.936,0.9406192898750305
5ayp_1,True,True,297,model_3_multimer,0.903,0.9294235110282898
5b1y_1,True,True,270,model_5_multimer,0.948,0.9006974697113037
5b3z_1,False,False,403,model_2_multimer,0.06,0.15863639116287231
5b7z_1,True,False,290,model_5_multimer,0.006,0.8985024690628052
5bqn_4,False,False,885,model_5_multimer,0.004,0.25713080167770386
5c04_1,True,True,153,model_1_multimer,0.963,0.882301926612854
5c2x_1,True,True,263,model_5_multimer,0.896,0.9031194448471069
5c3q_18,False,False,343,model_4_multimer,0.014,0.3092779815196991
5c6m_2,True,True,265,model_5_multimer,0.93,0.8991714119911194
5c9v_3,False,False,330,model_5_multimer,0.016,0.27236852049827576
5ca9_6,False,False,692,model_5_multimer,0.002,0.3630026578903198
5cb2_3,False,False,692,model_2_multimer,0.198,0.31791582703590393
5cho_3,True,True,196,model_4_multimer,0.698,0.8591046929359436
5cjj_1,True,True,191,model_3_multimer,0.921,0.9049604535102844
5ckl_1,True,False,188,model_1_multimer,0.915,0.8801277875900269
5ckm_1,True,True,277,model_3_multimer,0.592,0.7493384480476379
5ckn_1,True,False,278,model_5_multimer,0.005,0.286085844039917
5coa_3,False,False,365,model_2_multimer,0.006,0.9593214988708496
5col_1,False,False,161,model_5_multimer,0.014,0.16681788861751556
5cow_2,True,False,247,model_4_multimer,0.009,0.8847139477729797
5crb_1,False,False,193,model_3_multimer,0.046,0.07748494297266006
5crc_1,False,False,193,model_2_multimer,0.039,0.08313636481761932
5cro_1,True,True,66,model_3_multimer,0.523,0.7974902987480164
5csa_6,False,False,932,model_3_multimer,0.003,0.26427069306373596
5d9g_2,False,False,246,model_5_multimer,0.027,0.17605075240135193
5dbl_1,False,False,132,model_1_multimer,0.093,0.08923205733299255
5dis_10,False,False,1044,model_4_multimer,0.003,0.19185665249824524
5dqw_1,True,True,211,model_1_multimer,0.903,0.8747069835662842
5dra_1,True,True,219,model_3_multimer,0.455,0.8471865653991699
5dtm_1,False,False,334,model_5_multimer,0.021,0.23917976021766663
5dyk_2,False,False,853,model_5_multimer,0.006,0.18158836662769318
5dym_1,True,True,117,model_4_multimer,0.902,0.8144032955169678
5dyw_1,True,False,530,model_3_multimer,0.007,0.14431673288345337
5dzm_3,False,False,138,model_5_multimer,0.054,0.8684706687927246
5e5p_4,False,False,302,model_1_multimer,0.01,0.1670445054769516
5e6m_3,False,False,693,model_4_multimer,0.005,0.8753054738044739
5eb9_1,True,True,118,model_3_multimer,0.924,0.860779345035553
5edx_1,True,True,114,model_3_multimer,0.931,0.8649315237998962
5eg8_1,False,False,163,model_1_multimer,0.015,0.4396619200706482
5eo6_1,True,True,324,model_5_multimer,0.946,0.9172773361206055
5ep8_1,True,True,433,model_1_multimer,0.876,0.8404459357261658
5eq9_1,True,True,277,model_5_multimer,0.739,0.907171368598938
5eqf_7,False,False,390,model_4_multimer,0.005,0.881658673286438
5ex9_2,False,False,424,model_4_multimer,0.073,0.20477059483528137
5exv_1,True,True,189,model_4_multimer,0.863,0.8274900913238525
5eyo_2,True,True,88,model_1_multimer,0.92,0.8249286413192749
5f05_1,True,True,212,model_4_multimer,0.855,0.9381459951400757
5f3k_1,False,False,238,model_3_multimer,0.078,0.17241445183753967
5f5m_14,False,False,373,model_3_multimer,0.069,0.10357146710157394
5f5m_2,False,False,373,model_5_multimer,0.109,0.16146951913833618
5f5r_2,False,False,238,model_5_multimer,0.026,0.1932210624217987
5f74_2,False,False,246,model_3_multimer,0.006,0.9042108058929443
5feg_1,True,True,131,model_3_multimer,0.143,0.5157828330993652
5fgo_1,False,False,81,model_2_multimer,0.692,0.7749152183532715
5fjz_4,False,False,270,model_3_multimer,0.109,0.29365473985671997
5fn0_6,False,False,461,model_2_multimer,0.008,0.2551487684249878
5fom_2,False,False,291,model_4_multimer,0.036,0.11911243945360184
5fub_1,True,True,337,model_1_multimer,0.942,0.9095617532730103
5fuf_1,False,False,486,model_1_multimer,0.011,0.2503114640712738
5gkx_4,False,False,259,model_4_multimer,0.503,0.24564263224601746
5gmj_6,False,False,235,model_2_multimer,0.054,0.3079599142074585
5gt9_1,True,False,263,model_2_multimer,0.01,0.9518216848373413
5gus_1,False,False,148,model_2_multimer,0.089,0.6638189554214478
5gx8_1,False,False,474,model_5_multimer,0.018,0.18641193211078644
5gyr_7,False,False,131,model_5_multimer,0.018,0.933899998664856
5gzu_1,False,False,885,model_2_multimer,0.007,0.1831636279821396
5h0i_1,True,False,448,model_2_multimer,0.006,0.8121228218078613
5h13_1,False,False,376,model_3_multimer,0.151,0.18048909306526184
5h23_1,True,True,156,model_5_multimer,0.124,0.267049103975296
5h5n_1,True,True,74,model_1_multimer,0.966,0.9091923236846924
5h7z_5,False,False,376,model_3_multimer,0.014,0.15620417892932892
5hay_1,False,False,586,model_4_multimer,0.013,0.1842018961906433
5hb0_7,False,False,549,model_3_multimer,0.003,0.16411811113357544
5hb4_7,False,False,1596,model_1_multimer,0.026,0.2361813187599182
5hiz_1,True,True,114,model_1_multimer,0.768,0.8169816732406616
5hkl_1,True,True,190,model_2_multimer,0.913,0.8948807120323181
5hm4_1,True,True,547,model_4_multimer,0.009,0.16202324628829956
5hns_1,False,False,244,model_4_multimer,0.127,0.17380407452583313
5ho9_4,False,False,639,model_3_multimer,0.005,0.17005066573619843
5hpj_1,True,True,217,model_2_multimer,0.892,0.9262193441390991
5hpk_5,False,False,383,model_3_multimer,0.008,0.14234650135040283
5hqw_1,True,True,336,model_2_multimer,0.794,0.7881566286087036
5hs8_1,True,False,110,model_1_multimer,0.159,0.8357917070388794
5hsx_3,True,True,323,model_1_multimer,0.906,0.8143545985221863
5hu7_1,True,True,322,model_5_multimer,0.769,0.8139203786849976
5hxo_1,True,True,233,model_5_multimer,0.854,0.9296512603759766
5i10_2,True,True,250,model_3_multimer,0.701,0.9381154775619507
5i4c_1,True,True,147,model_4_multimer,0.98,0.8694009780883789
5ie7_1,True,True,264,model_4_multimer,0.988,0.9524266123771667
5ifw_6,False,False,807,model_5_multimer,0.004,0.199942946434021
5ig8_1,True,True,335,model_3_multimer,0.547,0.8727937936782837
5igh_2,False,False,301,model_3_multimer,0.39,0.2125222384929657
5igp_2,False,False,301,model_3_multimer,0.077,0.1748095005750656
5il5_1,True,True,312,model_1_multimer,0.947,0.787737250328064
5imt_6,False,False,534,model_4_multimer,0.03,0.14412973821163177
5iqw_2,False,False,184,model_1_multimer,0.177,0.2511850595474243
5iu2_1,False,False,332,model_5_multimer,0.014,0.5697522759437561
5iu9_1,True,True,431,model_4_multimer,0.756,0.7902671098709106
5j1f_4,False,False,194,model_1_multimer,0.01,0.11230731755495071
5j6o_1,True,True,321,model_2_multimer,0.76,0.852584719657898
5j7n_3,True,False,160,model_1_multimer,0.006,0.7373653054237366
5j9c_1,True,True,175,model_3_multimer,0.958,0.9246948957443237
5jgk_1,False,False,289,model_3_multimer,0.071,0.10668103396892548
5jk9_1,False,False,246,model_5_multimer,0.108,0.14169591665267944
5jrh_1,False,False,660,model_1_multimer,0.008,0.15678398311138153
5jsq_1,True,True,216,model_5_multimer,0.77,0.8869794607162476
5k2i_1,True,True,164,model_5_multimer,0.019,0.927220344543457
5k4b_1,False,False,368,model_2_multimer,0.025,0.1738058477640152
5k5t_1,False,False,615,model_4_multimer,0.004,0.8434159755706787
5k93_1,False,False,222,model_2_multimer,0.037,0.3441033363342285
5knl_11,False,False,1001,model_2_multimer,0.045,0.19904950261116028
5kol_2,True,True,173,model_3_multimer,0.949,0.9404367208480835
5ks7_1,True,True,126,model_3_multimer,0.888,0.839043378829956
5kvt_2,False,False,293,model_3_multimer,0.116,0.13263387978076935
5kyn_7,False,False,765,model_4_multimer,0.005,0.15601518750190735
5kz6_1,False,False,336,model_4_multimer,0.251,0.15132372081279755
5l40_2,False,False,304,model_3_multimer,0.046,0.14342275261878967
5l45_1,False,False,304,model_5_multimer,0.441,0.5452892780303955
5l6q_1,True,True,115,model_5_multimer,0.041,0.8703222274780273
5l7d_1,False,False,638,model_5_multimer,0.004,0.16215205192565918
5l7n_1,False,False,393,model_4_multimer,0.013,0.12038933485746384
5lb8_1,False,False,518,NA,NA,NA
5lc1_5,True,True,321,model_3_multimer,0.922,0.9395641684532166
5lj8_3,False,False,209,model_3_multimer,0.072,0.12260080873966217
5llj_1,True,True,58,model_1_multimer,0.972,0.8578386902809143
5lta_3,False,False,714,model_4_multimer,0.088,0.16570281982421875
5lvz_1,True,True,253,model_5_multimer,0.9,0.8738142848014832
5lx8_1,False,False,570,model_3_multimer,0.021,0.21251249313354492
5m7q_3,True,True,137,model_2_multimer,0.011,0.538357138633728
5mat_1,False,False,303,model_1_multimer,0.005,0.31857064366340637
5mfa_3,False,False,697,model_4_multimer,0.059,0.15055234730243683
5mio_5,False,False,573,model_1_multimer,0.061,0.15830644965171814
5mja_1,False,False,305,model_3_multimer,0.008,0.42028042674064636
5mqh_4,False,False,248,model_3_multimer,0.012,0.18658728897571564
5msn_1,False,False,293,model_5_multimer,0.02,0.08995839953422546
5mus_1,False,False,328,model_1_multimer,0.028,0.11538243293762207
5mwx_1,True,True,133,model_5_multimer,0.929,0.8809249401092529
5mz4_7,False,False,752,model_2_multimer,0.049,0.16261717677116394
5mzo_2,False,False,1494,model_4_multimer,0.003,0.24384400248527527
5n69_1,False,False,828,model_5_multimer,0.003,0.16533240675926208
5n71_4,False,False,345,model_1_multimer,0.022,0.2821405529975891
5n7l_1,True,True,80,model_1_multimer,0.936,0.8578287363052368
5na8_5,False,False,683,model_4_multimer,0.573,0.2626405954360962
5ncr_1,True,True,181,model_1_multimer,0.752,0.7811393737792969
5ncs_1,False,False,375,model_1_multimer,0.016,0.5880223512649536
5nfo_5,False,False,335,model_4_multimer,0.005,0.9083554148674011
5nqz_11,False,False,269,model_3_multimer,0.007,0.09512873739004135
5o8e_2,False,False,484,model_1_multimer,0.005,0.200529545545578
5oj8_3,False,False,255,model_1_multimer,0.05,0.23828116059303284
5omn_2,False,False,315,model_5_multimer,0.007,0.9395923614501953
5onc_1,False,False,399,model_2_multimer,0.043,0.96897292137146
5oym_13,False,False,111,model_3_multimer,0.05,0.5512811541557312
5p21_1,True,False,166,model_5_multimer,0.276,0.10353688895702362
5qsl_2,False,False,172,model_1_multimer,0.029,0.538738489151001
5svg_1,True,False,137,model_4_multimer,0.128,0.448212206363678
5sy4_1,True,True,199,model_1_multimer,0.957,0.9435293674468994
5t93_1,True,True,110,model_5_multimer,0.516,0.22484347224235535
5t9f_1,True,False,271,model_4_multimer,0.007,0.9084148406982422
5tc2_1,True,True,56,model_4_multimer,0.602,0.6761483550071716
5tdq_2,False,False,166,model_5_multimer,0.648,0.19691649079322815
5trb_1,True,True,75,model_2_multimer,0.686,0.8722132444381714
5tus_3,True,True,792,model_1_multimer,0.695,0.7728015780448914
5u0i_1,True,True,140,model_4_multimer,0.933,0.717022180557251
5u0k_4,True,True,141,model_1_multimer,0.811,0.7514525651931763
5uig_4,False,False,444,model_5_multimer,0.01,0.14668689668178558
5ujf_2,True,True,180,model_1_multimer,0.044,0.15210947394371033
5ume_2,True,True,295,model_5_multimer,0.931,0.9141764044761658
5uos_1,False,False,241,model_4_multimer,0.018,0.5066146850585938
5uqm_2,False,False,563,model_4_multimer,0.007,0.16245901584625244
5uvc_5,False,False,547,model_1_multimer,0.007,0.15151441097259521
5uzx_1,True,False,245,model_2_multimer,0.007,0.9249709844589233
5v01_1,True,True,173,model_3_multimer,0.919,0.9017594456672668
5v38_7,False,False,435,model_4_multimer,0.007,0.1271045058965683
5vcp_1,True,True,185,model_2_multimer,0.878,0.9043138027191162
5vdf_4,True,True,73,model_4_multimer,0.948,0.8583179712295532
5vkt_2,True,True,362,model_4_multimer,0.853,0.8977632522583008
5vm1_5,True,True,491,model_3_multimer,0.955,0.8525562286376953
5vm4_4,True,True,137,model_5_multimer,0.011,0.6441120505332947
5vm9_1,False,False,862,model_2_multimer,0.014,0.1698366105556488
5vsc_1,True,True,275,model_1_multimer,0.937,0.9215188026428223
5vxa_3,True,True,180,model_1_multimer,0.962,0.949241578578949
5w5i_6,False,False,479,model_1_multimer,0.009,0.145525723695755
5wdi_2,True,False,265,model_1_multimer,0.012,0.9237501621246338
5wly_5,False,False,248,model_2_multimer,0.144,0.09529024362564087
5wme_4,False,False,109,model_3_multimer,0.64,0.6944246292114258
5wme_5,False,False,109,model_5_multimer,0.016,0.7155491709709167
5wof_13,False,False,102,model_3_multimer,0.052,0.8396461009979248
5wqi_2,True,True,162,model_1_multimer,0.971,0.8457342386245728
5wtx_4,False,False,666,model_3_multimer,0.073,0.14733298122882843
5wyg_1,True,True,140,model_4_multimer,0.677,0.8644965887069702
5x9i_1,True,True,339,model_5_multimer,0.905,0.8990631103515625
5xbi_1,False,False,153,model_4_multimer,0.915,0.9148361682891846
5xfl_2,False,False,375,model_5_multimer,0.008,0.16456612944602966
5xo7_1,True,True,266,model_2_multimer,0.971,0.9286733865737915
5xpu_3,False,False,227,model_1_multimer,0.036,0.12316565215587616
5xq1_1,False,False,485,model_5_multimer,0.013,0.1416526436805725
5xwe_1,True,True,83,model_3_multimer,0.485,0.3166491389274597
5xwm_1,False,False,383,model_1_multimer,0.028,0.3271891176700592
5xwm_3,False,False,383,model_5_multimer,0.012,0.43635430932044983
5xwz_2,True,True,271,model_3_multimer,0.984,0.8946237564086914
5xzw_7,False,False,471,model_3_multimer,0.044,0.22764715552330017
5y2f_2,False,False,316,model_4_multimer,0.067,0.12969771027565002
5y3e_2,False,False,323,model_3_multimer,0.05,0.11318701505661011
5y4s_6,False,False,294,model_1_multimer,0.024,0.13934993743896484
5y4t_1,True,True,122,model_1_multimer,0.094,0.6405314207077026
5y5w_17,False,False,235,model_3_multimer,0.045,0.16515575349330902
5y5w_3,False,False,235,model_3_multimer,0.033,0.13898774981498718
5y9h_4,False,False,466,model_3_multimer,0.013,0.13140560686588287
5y9h_6,False,False,466,model_4_multimer,0.009,0.23116053640842438
5yfn_4,False,False,421,model_4_multimer,0.004,0.9360739588737488
5ygs_6,False,False,463,model_5_multimer,0.057,0.1892250031232834
5yii_1,True,False,313,model_2_multimer,0.021,0.9236308932304382
5yii_2,False,False,313,model_2_multimer,0.021,0.9246082305908203
5yij_13,False,False,968,model_5_multimer,0.016,0.18570125102996826
5yij_5,False,False,968,model_4_multimer,0.005,0.18541550636291504
5yik_15,False,False,968,model_5_multimer,0.004,0.185988649725914
5yim_2,False,False,960,model_1_multimer,0.005,0.18655772507190704
5yp1_3,False,False,745,model_2_multimer,0.003,0.7272356748580933
5yrg_1,True,True,142,model_5_multimer,0.872,0.8669806718826294
5ytb_12,False,False,1017,model_4_multimer,0.003,0.19536232948303223
5z0y_1,True,True,470,model_3_multimer,0.621,0.9612935185432434
5z70_2,True,False,605,model_1_multimer,0.52,0.8463834524154663
5zhq_1,False,False,357,model_2_multimer,0.025,0.3167732357978821
5zln_1,False,False,793,model_3_multimer,0.839,0.5766054391860962
5zmd_1,False,False,463,model_5_multimer,0.061,0.20818093419075012
5znd_3,False,False,134,model_4_multimer,0.019,0.919298529624939
5ztf_1,False,False,1070,model_3_multimer,0.009,0.18406029045581818
5zw3_1,True,True,225,model_3_multimer,0.919,0.9105530977249146
5zyo_2,False,False,158,model_3_multimer,0.034,0.9167603254318237
6a16_5,False,False,491,model_5_multimer,0.027,0.12986963987350464
6a17_1,False,False,457,model_3_multimer,0.058,0.1411413848400116
6a1z_5,False,False,395,model_3_multimer,0.008,0.19062981009483337
6aeg_3,False,False,1368,model_4_multimer,0.003,0.21940334141254425
6aob_1,False,False,192,model_2_multimer,0.768,0.8393748998641968
6ar4_1,True,True,125,model_1_multimer,0.585,0.7334355711936951
6as7_3,False,False,922,model_1_multimer,0.006,0.16423004865646362
6auj_1,True,True,272,model_2_multimer,0.85,0.9363580942153931
6azh_1,True,True,192,model_1_multimer,0.544,0.8550605773925781
6b5q_7,False,False,225,model_5_multimer,0.041,0.09349428117275238
6b72_1,False,False,151,model_3_multimer,0.218,0.29267412424087524
6bb8_2,False,False,1106,model_4_multimer,0.01,0.21230563521385193
6beb_5,False,False,576,model_2_multimer,0.004,0.3634311854839325
6bi7_21,False,False,227,model_2_multimer,0.012,0.15537667274475098
6bm9_1,False,False,243,model_3_multimer,0.011,0.2231227159500122
6bnc_1,False,False,344,model_2_multimer,0.096,0.16675111651420593
6bui_11,False,False,425,model_4_multimer,0.005,0.2107965350151062
6bwy_1,False,False,361,model_5_multimer,0.007,0.1360972374677658
6cf6_1,False,False,348,model_3_multimer,0.464,0.5674678087234497
6cgb_1,True,True,207,model_3_multimer,0.253,0.6789031028747559
6cjs_3,False,False,230,model_3_multimer,0.012,0.27809298038482666
6d2s_6,False,False,289,model_4_multimer,0.007,0.7711852192878723
6d3l_1,False,False,323,model_5_multimer,0.007,0.8095510005950928
6d9m_4,False,False,337,model_2_multimer,0.01,0.643139123916626
6dd5_1,False,False,678,model_5_multimer,0.192,0.18713253736495972
6dfk_9,False,False,280,model_5_multimer,0.008,0.7956510782241821
6dkk_1,False,False,327,model_5_multimer,0.007,0.16602900624275208
6dkk_6,False,False,327,model_2_multimer,0.008,0.11944054067134857
6eet_1,False,False,474,model_5_multimer,0.004,0.5926743745803833
6ehg_10,False,False,915,model_3_multimer,0.027,0.17913818359375
6eku_2,False,False,757,model_1_multimer,0.015,0.15269464254379272
6emt_1,False,False,197,model_1_multimer,0.068,0.1308220624923706
6eng_3,False,False,396,model_5_multimer,0.01,0.9171673655509949
6epp_2,False,False,487,model_3_multimer,0.013,0.11614935845136642
6ewi_3,False,False,193,model_3_multimer,0.01,0.09246265143156052
6f1k_1,False,False,129,model_5_multimer,0.154,0.2217404842376709
6f6p_1,False,False,106,model_5_multimer,0.003,0.6371897459030151
6fb3_1,False,False,1859,NA,NA,NA
6fhm_1,False,False,206,model_2_multimer,0.02,0.10857225954532623
6fju_1,False,False,228,model_5_multimer,0.612,0.7824363112449646
6fjv_2,False,False,155,model_4_multimer,0.109,0.07422230392694473
6fnz_4,False,False,81,model_4_multimer,0.185,0.39750537276268005
6fpt_1,False,False,409,model_1_multimer,0.007,0.17450685799121857
6fwt_2,False,False,277,model_3_multimer,0.025,0.13031062483787537
6g16_10,False,False,425,model_3_multimer,0.004,0.14711536467075348
6g20_4,False,False,509,model_5_multimer,0.019,0.8039618730545044
6g5g_11,False,False,1291,model_3_multimer,0.088,0.21323230862617493
6g88_1,False,False,649,model_5_multimer,0.01,0.144321471452713
6g8t_3,False,False,118,model_4_multimer,0.106,0.30945906043052673
6gc9_1,True,True,327,model_1_multimer,0.951,0.9372572898864746
6gfk_3,False,False,251,model_3_multimer,0.014,0.7635164260864258
6gjq_3,False,False,261,model_2_multimer,0.027,0.1244802176952362
6gsu_1,True,True,217,model_4_multimer,0.933,0.9487753510475159
6gv1_7,False,False,410,model_5_multimer,0.139,0.2257310152053833
6gzc_3,False,False,212,model_1_multimer,0.014,0.18546877801418304
6h3s_1,False,False,421,model_2_multimer,0.012,0.1912117600440979
6h3u_14,False,False,248,model_2_multimer,0.016,0.7059321403503418
6h4h_10,False,False,560,model_5_multimer,0.004,0.5439138412475586
6h97_3,False,False,226,model_2_multimer,0.008,0.2694879472255707
6hkw_16,False,False,363,model_1_multimer,0.09,0.15827161073684692
6hzl_2,False,False,333,model_3_multimer,0.025,0.1044122725725174
6i04_3,False,False,552,model_4_multimer,0.037,0.13492777943611145
6i3j_3,False,False,534,model_2_multimer,0.373,0.18712539970874786
6i7k_1,False,False,343,model_2_multimer,0.004,0.10767430812120438
6i97_1,False,False,768,model_2_multimer,0.005,0.24519574642181396
6ii0_11,False,False,371,model_1_multimer,0.005,0.19927215576171875
6ii0_6,False,False,371,model_4_multimer,0.057,0.16105663776397705
6ii0_7,False,False,371,model_5_multimer,0.03,0.4032082259654999
6iii_1,False,False,482,model_1_multimer,0.008,0.11969801783561707
6iny_1,False,False,482,model_3_multimer,0.008,0.1194634735584259
6j09_4,False,False,333,model_5_multimer,0.015,0.17481988668441772
6j09_5,False,False,333,model_2_multimer,0.017,0.1245761588215828
6j20_3,False,False,441,model_1_multimer,0.051,0.15702061355113983
6jdu_3,False,False,441,model_4_multimer,0.132,0.11415668576955795
6jj4_4,False,False,467,model_1_multimer,0.063,0.1422652006149292
6jod_12,False,False,312,model_5_multimer,0.006,0.46470263600349426
6jol_2,False,False,356,model_1_multimer,0.034,0.10256649553775787
6jsd_1,False,False,175,model_3_multimer,0.059,0.08367684483528137
6jtz_1,False,False,352,model_3_multimer,0.036,0.2667560577392578
6k4p_3,False,False,1368,model_5_multimer,0.005,0.21159899234771729
6k6n_1,False,False,176,model_3_multimer,0.076,0.13626840710639954
6kc6_7,False,False,225,model_3_multimer,0.563,0.23922836780548096
6lnp_1,False,False,403,model_1_multimer,0.071,0.21982786059379578
6mac_5,False,False,80,model_1_multimer,0.311,0.17399030923843384
6mav_7,False,False,184,model_5_multimer,0.353,0.2430560141801834
6mxd_2,False,False,272,model_2_multimer,0.01,0.8522820472717285
6n5z_1,False,False,179,model_5_multimer,0.184,0.47899457812309265
6nc7_1,False,False,475,model_4_multimer,0.067,0.18457579612731934
6nfl_3,False,False,193,model_3_multimer,0.013,0.12259533256292343
6np6_5,False,False,154,model_3_multimer,0.533,0.9001887440681458
6o8b_4,False,False,665,model_4_multimer,0.002,0.8946276307106018
6o9q_5,False,False,566,model_1_multimer,0.003,0.14431138336658478
6orf_1,False,False,452,model_5_multimer,0.018,0.13664454221725464
6otn_2,False,False,81,model_1_multimer,0.007,0.735478401184082
6p40_1,False,False,378,model_5_multimer,0.017,0.43007296323776245
6pkc_4,False,False,490,model_5_multimer,0.178,0.15776970982551575
6pqn_5,False,False,497,model_3_multimer,0.004,0.7894331216812134
6qgs_17,False,False,233,model_1_multimer,0.076,0.13990557193756104
6qpp_2,False,False,363,model_3_multimer,0.016,0.12879417836666107
6qq2_2,False,False,468,model_5_multimer,0.006,0.3382048010826111
6qsn_1,False,False,905,model_4_multimer,0.032,0.16616567969322205
6qu4_11,False,False,507,model_4_multimer,0.006,0.8625452518463135
6qzh_3,False,False,785,model_5_multimer,0.006,0.19743719696998596
