File,I_Proba_Consensus,F_SOAP,F_Network_full,F_Network_binding_0,F_Network_binding_1,F_FireDockScore,TrainingColumn,Source
3ehc_1.pdb,0.9397837,-2651.438,-3103.0288,-2.8045850978505333,-2.4192011285927904,-84.31,1,QSbio
3eij_1.pdb,0.07203846,-2413.229,-773.8977,-1.2821944353529424,-1.2462892330102566,-29.45,0,Dunbrack
3enm_11.pdb,0.91938907,-3536.421,-1808.9731,0.7549875980093123,-0.9015410492231644,-105.37,0,Dunbrack
3eoq_1.pdb,0.25717324,-1763.9920000000006,-1922.3962,-4.315016968807204,-4.056277898941458,-21.44,0,QSbio
3erj_1.pdb,0.980594,-2371.513,-3208.5596,-3.6427911764198164,-5.2993428809458605,-88.98,1,QSbio
3esf_1.pdb,0.5898294,-3775.486,-1932.3875,-4.599776294700646,-4.769473697042553,-44.95,0,QSbio
3eul_6.pdb,0.12044899,-1448.266,-1432.4816,-1.5295016188260488,-2.0378768185430647,-80.43,0,QSbio
3eus_1.pdb,0.9922706,-3484.469,-2871.3147,-5.7226419403712985,-5.887228580273937,-131.0,1,QSbio
3ewb_1.pdb,0.65801525,-2034.691,-2225.5322,-3.026699221026944,-3.0571985264008883,-53.12,1,QSbio
3ez9_2.pdb,0.5226924,-5180.794,-3559.1890000000008,-1.0089132848160465,-1.0103436860444823,1967.59,0,QSbio
3f14_1.pdb,0.92249423,-2737.492,-2209.808,-2.2252595698308455,-2.2234723767823765,-83.59,1,QSbio
3f3y_2.pdb,0.0024934558,-403.147,200.61038,-1.549612698379983,-0.2571504403325847,46.88,1,QSbio
3f4k_1.pdb,0.53052723,-2457.594,-1979.2952,-5.163471336644298,-5.161617234871216,-63.89,0,QSbio
3f8h_1.pdb,0.992191,-4965.444,-2762.021,-4.444695024893722,-3.6576719255880374,-133.36,0,QSbio
3f9s_1.pdb,0.9916584,-3566.542,-2689.4970000000008,-2.7924182741236976,-2.3264166495263123,-121.24,1,QSbio
3fb3_1.pdb,0.99256575,-7500.8380000000025,-4308.958,-6.649466367451558,-7.1245700313800215,-265.2,0,QSbio
3fbt_2.pdb,0.40397722,-2617.152,-1447.4877,-4.888174668541821,-4.313728625772447,-51.95,1,QSbio
3fbu_1.pdb,0.49800906,-3315.131,-1447.9397,-2.6122543071151805,-1.558041373392895,-51.69,0,QSbio
3fcx_1.pdb,0.0020926888,-960.5369999999999,1386.1945,4.6614532842784735,4.390742534706425,3.61,1,QSbio
3fdg_1.pdb,0.9383764,-2417.95,-2484.9365,-6.3752089878127025,-6.539134173245583,-93.78,1,QSbio
3fe1_7.pdb,0.17862709999999998,-2565.876,-1515.0072,-2.1396022912822548,-2.1329743927680767,-35.06,0,Dunbrack
3ffn_1.pdb,0.013236521,-1273.318,-296.20987,-4.4428548754360495,-4.8368485660842335,-41.94,0,Dunbrack
3fg3_1.pdb,0.004688389,-1736.013,1110.0857,-2.4092557454284598,-2.0865313653318096,-8.26,0,Dunbrack
3fg6_42.pdb,0.015840238,-896.5419999999997,-559.4077,-3.5308577650015263,-3.663600162153588,-2.0,0,Dunbrack
3fh0_1.pdb,0.0028439632,-270.992,376.3639,2.065507769099073,1.83744763129663,6.18,0,QSbio
3fjo_2.pdb,0.004023371,-1487.255,1607.1552,-3.3186302845387337,-3.3174882803296435,-32.48,0,Dunbrack
3frl_1.pdb,0.12315871,-2288.59,-1185.4639,-0.5412745384898839,-1.15065308927998,-74.9,0,Dunbrack
3frs_2.pdb,0.022248786,-2203.324,-8.539799,-1.459846755613153,-1.4587227998315495,-34.11,1,Dunbrack
3ftj_3.pdb,0.46637765,-2373.087,-1681.4117,0.804552224419824,0.7974529297397391,-35.3,0,Dunbrack
3ftj_5.pdb,0.65495574,-2583.146,-1740.9797,-2.3356307105641987,-2.3397181944921357,-50.32,0,Dunbrack
3g0f_1.pdb,0.98297584,-5310.816999999999,-2357.9976,-3.1259225602415035,-3.7340973694599566,-90.04,0,Dunbrack
3g0k_1.pdb,0.9921626,-4262.148,-3116.6125,-1.9138989213842623,-1.9132129423152624,-148.24,0,QSbio
3g13_1.pdb,0.9228455,-2933.862,-1691.8593,-0.2206810548616504,-4.318061926653047,-135.73,0,QSbio
3g17_2.pdb,0.93059504,-3550.1079999999997,-2864.5073,-3.885426120197888,-4.7620775905006605,-35.26,0,QSbio
3g45_1.pdb,0.010020582,-1096.828,-538.5631,-0.901378755327596,-0.9442009088071572,-7.05,1,QSbio
3g48_2.pdb,0.003888874,-639.626,84.400696,9.704305063514024,11.342464625661323,-24.89,0,QSbio
3g7p_1.pdb,0.06312223,-1402.106,-1156.1208,0.9782700175832844,0.9681423657765112,-88.42,0,QSbio
3gff_1.pdb,0.52413046,-2258.659,-1946.3516,-4.474944295686991,-4.474696555844576,-80.11,0,QSbio
3ghy_3.pdb,0.99223804,-3557.009,-2762.025,-5.535726851200453,-5.792586619654465,-129.4,0,QSbio
3glv_1.pdb,0.3545316,-2476.906,-1182.3499,-2.951824793273849,-3.4888835683047894,-98.51,0,QSbio
3gor_1.pdb,0.7996383,-2001.626,-2795.7654,-2.5071332277778278,-2.66451004191913,-76.56,1,QSbio
3grl_1.pdb,0.9909751,-3507.244,-2948.7922,-3.5063742105327567,-3.576622115257006,-94.73,0,Dunbrack
3gty_7.pdb,0.06355904,-2287.9179999999997,-447.2510400000001,-3.4441400269751696,-3.4455193192720293,-33.05,1,Dunbrack
3gw2_1.pdb,0.992538,-4090.542,-3807.0122,-6.6772639165381165,-6.651843735407225,-210.73,1,QSbio
3gz1_1.pdb,0.9244086,-5484.945,-2210.5217,0.07541725462129817,0.2834627028666493,-136.4,1,QSbio
3h1s_1.pdb,0.7882689,-3977.55,-2233.765,-4.137586728190703,-3.723431712848455,-43.0,0,QSbio
3h2d_1.pdb,0.9248767,-3139.9809999999998,-1929.6422,-1.5291083053579386,-2.398415375403652,-155.73,0,QSbio
3h7l_3.pdb,0.0034658096,-505.413,119.64068,-3.5133159842811432,-3.484402608051998,-2.61,0,QSbio
3hde_2.pdb,0.7006629,-2319.081,-1887.2179,-2.3315176671782734,-2.2560263626025208,-48.46,0,QSbio
3hdv_3.pdb,0.033624984,-1017.6339999999999,-821.9898,-1.4938158912273451,-1.7033360251416223,-49.75,0,QSbio
3hf7_2.pdb,0.28146726,-1682.348,-1694.3157,-0.6893146412501943,-0.7127252139441294,-49.72,0,QSbio
3hgv_3.pdb,0.017554346000000002,-1721.602,-544.3238,3.765562638296834,3.9752023387326743,-8.76,0,Dunbrack
3hh7_1.pdb,0.3972934,-1994.755,-1335.2773,-3.7742329244843282,-4.023165699698265,-63.09,1,QSbio
3hha_4.pdb,0.020617455,-1038.3039999999999,-672.7478,-1.876533386777464,-1.4845083718253194,-9.33,0,QSbio
3hhv_1.pdb,0.5303460999999999,-2393.781,-1467.6176,-1.948484309010814,-1.9091949980797207,-42.87,0,QSbio
3hie_3.pdb,0.99238604,-7779.477,-2339.5256,-4.272115381940887,-3.593073236265909,-213.04,0,Dunbrack
3hj6_1.pdb,0.61358553,-2862.679,-2001.7672,-3.375611384814189,-2.676739611305476,-67.79,1,QSbio
3hjg_1.pdb,0.5553920999999999,-2006.076,-1539.927,-4.303951674810723,-2.355862839645355,-90.94,1,QSbio
3hjp_1.pdb,0.79736173,-2905.723,-1817.4469,-4.0242783459766684,-4.119421817243824,-84.23,0,QSbio
3hm7_2.pdb,0.18877913,-1482.558,-2482.085,-5.6246971441939735,-5.630814450566624,-28.25,0,QSbio
3hmk_1.pdb,0.050289255,-1235.039,-880.33136,-2.6023325660659857,-2.582750943719172,-50.09,1,QSbio
3hn2_1.pdb,0.055011444000000013,-1816.1889999999999,-642.29297,-2.4220798915198487,-2.7901757798728974,-34.05,0,QSbio
3hna_3.pdb,0.25354898,-3139.929,-1733.4111,-1.761828242966898,-3.1624120815268766,403.73,0,QSbio
3hpn_1.pdb,0.54825175,-2716.638,-1478.5853,0.5881919583319543,0.5573383182091441,-40.49,0,Dunbrack
3hq2_1.pdb,0.98510706,-4450.317,-3042.3340000000007,-7.182006849776951,-7.086411300701907,-66.27,1,QSbio
3hqx_1.pdb,0.98055774,-4547.917,-2038.3898,-1.6222824778979217,-1.6224216689598203,-168.79,1,QSbio
3hru_1.pdb,0.6471754,-2591.221,-1831.1029,-4.223456069225572,-4.548611501979717,-73.43,0,QSbio
3htv_1.pdb,0.5323825,-2625.117,-2556.7163,-4.333634839152948,-4.330833746223754,433.12,1,QSbio
3hv2_1.pdb,0.40039152,-2126.695,-1359.6353,-1.4605880468892514,-2.7691734008500264,-74.45,0,QSbio
3hx8_2.pdb,0.99170476,-3910.8309999999997,-2619.5496,-3.828194466826969,-4.514124117807347,-110.38,1,QSbio
3hy1_5.pdb,0.002532215,-1157.295,3212.1445,0.9318484193340016,0.12074466515884058,4.95,0,Dunbrack
3hy8_1.pdb,0.9924501,-5155.083,-6048.088000000002,-7.3442896603480925,-7.354661020097923,-147.65,0,QSbio
3hyq_2.pdb,0.4721625,-2397.458,-1572.7435,1.9945304960318428,1.9228912054661118,-59.44,0,QSbio
3hz4_1.pdb,0.67499423,-2315.306,-1788.6494,-4.593747978607803,-5.243146737761788,-130.48,0,QSbio
3hzu_1.pdb,0.08342303,-2546.791,-1417.6295,-5.0141003389915655,-5.013531520011675,4832.38,0,QSbio
3i83_1.pdb,0.99241555,-4327.722,-3587.2817,-4.949117352214053,-5.308555301815941,-166.77,0,QSbio
3i8b_2.pdb,0.9179155,-1953.399,-2511.89,-6.112792427615795,-6.113504361363749,-82.22,0,QSbio
3icw_3.pdb,0.9924127,-6683.9169999999995,-2922.288,-3.2186310838025403,-3.221973226087672,-212.96,0,Dunbrack
3ift_2.pdb,0.006137155,-1678.805,-87.073715,1.00807164583895,1.0082628200765642,7337.85,0,QSbio
3igd_1.pdb,0.01761001,-1641.974,-272.22162000000003,-1.5809034265783832,-1.5808797871301514,-39.45,1,QSbio
3igr_2.pdb,0.98722875,-3393.833,-2471.2217,-3.4397715538814624,-3.431334251265453,-106.2,0,QSbio
3ihl_5.pdb,0.99092996,-6785.196,-2976.5364,1.6278198389134333,1.6198156213136086,-219.77,0,Dunbrack
3ihr_3.pdb,0.11037099,-4277.355,-1051.9244,-0.6557829356875191,-0.6750190033558335,-47.6,0,Dunbrack
3ijl_2.pdb,0.005201482,-657.971,-311.76004,0.3877678087960161,0.5358513231353543,-20.82,0,QSbio
3jpw_2.pdb,0.5217430000000001,-2665.9629999999997,-2094.2065,-3.4040200857614304,-3.4070091518319368,-69.76,0,Dunbrack
3jr8_2.pdb,0.552884,-2061.18,-1906.5383,-1.0657920079101657,-1.0656247618181691,-35.25,0,QSbio
3jth_1.pdb,0.9920166,-2850.687,-2664.1807,-5.090748006092709,-4.410133609546938,-127.04,1,QSbio
3juw_2.pdb,0.47197595,-2773.032,-1234.8267,-3.729428442186984,-3.743298324593927,-75.12,0,QSbio
3jv5_2.pdb,0.39763352,-2574.781,-1475.8125,-1.3922424799824005,-1.6797447329693016,-49.6,0,QSbio
3jv9_1.pdb,0.7075311,-1742.12,-3039.0935,-5.061327355640339,-4.801550545992134,-81.78,0,QSbio
3jw0_13.pdb,0.0042894073,-875.243,-173.82023999999996,3.687061705321129,3.689084867791012,13.77,0,Dunbrack
3k1m_1.pdb,0.014099474,-1899.933,-171.72673,8.43498237427951,8.685933020836696,-51.8,1,QSbio
3k44_21.pdb,0.04741523,-2078.26,-588.8695700000002,1.3182218636951928,1.4513786581067418,10.89,0,Dunbrack
3k55_9.pdb,0.99240285,-10867.428,-3815.6384,-2.8628074688882585,-2.185835475467872,-260.05,0,Dunbrack
3k5s_1.pdb,0.10828115,-2663.4809999999998,-862.0365,-1.8141000728390309,-1.281098166019813,-46.53,0,QSbio
3k5x_2.pdb,0.9216461,-3106.4570000000012,-2603.081,-5.707920298620793,-5.708838229795723,-52.99,0,QSbio
3k6k_2.pdb,0.4220140000000001,-2180.451,-1882.6647,-5.00633451487151,-4.677126407917252,-66.85,1,QSbio
3k86_1.pdb,0.9925617,-9005.312,-7646.626999999998,-7.267657406269982,-6.7369979436814775,-352.6,1,QSbio
3k8v_9.pdb,0.6472549,-3436.156,-1920.614,2.351328378113917,2.587741122153924,-52.54,0,Dunbrack
3kay_1.pdb,0.63957787,-2430.96,-1948.9993,-2.2758920122693684,-1.7644508448429927,-66.69,0,QSbio
3kb1_1.pdb,0.6229670999999999,-2195.788,-1945.604,-3.6303503195265097,-3.5767097996722583,-59.55,0,QSbio
3kbf_1.pdb,0.65889287,-2659.78,-1957.8748,-4.465719592248494,-4.453327289250009,-59.08,0,QSbio
3kcn_1.pdb,0.14019796,-1384.4089999999999,-1628.338,-2.0033291761600385,-2.1452182442392616,-51.59,1,QSbio
3keb_1.pdb,0.11220386,-2548.611,-1000.84735,-2.275635674813406,-1.8131757908305481,-63.07,0,QSbio
3kg6_2.pdb,0.1121133,-2495.084,-788.5532,-3.4759903382233466,-3.4415027205673745,-40.24,1,QSbio
3kg7_2.pdb,0.118132494,-2082.301,-1006.00543,-4.269666275486123,-4.194314087519079,-55.53,1,QSbio
3kg8_1.pdb,0.6134573,-2764.406,-1536.8248,-4.2551527580059405,-4.5219582930334505,-77.15,1,QSbio
3kga_1.pdb,0.07531132,-2017.412,-906.57745,-3.719727424803291,-3.715142836828556,-44.63,0,Dunbrack
3khp_2.pdb,0.99242467,-5815.483,-3299.2559,-3.84633761363581,-4.595012937991896,-187.27,1,QSbio
3kht_2.pdb,0.6038848000000001,-2659.525,-1625.0629,-2.9457574905598065,-2.9706574894066806,-65.07,0,QSbio
3kkc_1.pdb,0.9255036,-3867.548,-2766.06,-3.509012461277285,-3.3424119841443023,-69.41,1,QSbio
3knz_3.pdb,0.94647896,-3347.38,-3778.146,-2.7063650593762825,-2.88278836337418,-66.56,1,QSbio
3kph_1.pdb,0.9925496,-12086.146999999999,-5645.808000000001,-6.351334012375075,-6.6061259138098585,-262.91,0,Dunbrack
3ksh_1.pdb,0.9264892,-2898.985,-2473.3103,-4.467751688776109,-4.4721497425026016,-71.52,0,QSbio
3kt3_3.pdb,0.03216131,-1909.625,-531.7894,3.942188145664052,3.3855403575762315,-22.9,1,Dunbrack
3ktm_12.pdb,0.7986158,-4467.041,-1628.285,-1.9954797434566296,-2.178348018003865,-102.71,1,Dunbrack
3kux_3.pdb,0.0113596665,-1069.065,-263.93036,0.2842500692486987,0.2901199941814868,-46.41,0,QSbio
3kvb_1.pdb,0.07219373,-1841.0770000000002,-1051.746,-2.794067182601528,-2.7817168969756847,-45.13,0,Dunbrack
3kza_1.pdb,0.038671132,-1135.49,-966.09784,-3.818025336761144,-3.788228173773825,-56.2,1,QSbio
3l0z_5.pdb,0.5083477,-2500.788,-1783.1617,-5.901843504575172,-5.61830203989315,-39.03,0,QSbio
3l18_1.pdb,0.48276925,-3797.611,-1678.4023,0.1149076327904253,-0.15606504676095434,-87.66,0,QSbio
3l1e_1.pdb,0.9219335,-2991.1409999999996,-1594.9377,-3.0577383521100754,-3.0577180144978167,-149.48,1,QSbio
3l1w_2.pdb,0.101904824,-2580.214,-697.2728,-4.6444311783372045,-4.5987404972860935,-75.04,0,QSbio
3l5z_1.pdb,0.99200946,-2838.38,-2200.3508,-5.47859435457924,-6.066328837854992,-124.22,1,QSbio
3l6b_1.pdb,0.20487614,-1790.888,-1384.6174,-2.8911853351225654,-2.8760785764226005,-69.23,1,QSbio
3l7o_1.pdb,0.9922144,-3537.09,-2976.2434,-5.569203080780237,-5.420046774979998,-136.0,0,QSbio
3l9e_2.pdb,0.6422955,-2178.18,-2141.5361,-4.528904554189019,-4.765301684602673,-53.82,0,QSbio
3l9n_5.pdb,0.004126922,-947.3910000000001,193.18169,-1.2361115429489182,-1.2177565554202625,-33.53,0,Dunbrack
3l9z_1.pdb,0.9572592,-4095.441,-2374.4988,-4.710428876628987,-4.710338211058106,-77.56,0,QSbio
3lag_1.pdb,0.9331337,-2548.259,-2712.2087,-2.1330182060707923,-2.8166873404173587,-126.45,0,QSbio
3lcr_1.pdb,0.9233671999999998,-3396.525,-2102.7395,-3.949117997456076,-3.9208117318933393,-62.94,1,QSbio
3leq_2.pdb,0.28798735,-1914.6589999999999,-1273.606,-0.7966950101600178,-0.7866889790685953,-64.05,0,QSbio
3lf6_1.pdb,0.9243978,-3929.67,-2468.1943,-3.7360405293514334,-4.479463534081652,-116.97,1,QSbio
3lf7_2.pdb,0.07715444,-2155.982,-710.72815,-4.928545902180593,-4.929909306351656,-44.8,0,QSbio
3lfi_1.pdb,0.096845984,-2272.462,-835.5394,-5.143865087956353,-5.079172430952788,-48.43,1,QSbio
3lhk_2.pdb,0.9924326,-7342.408,-4796.468,-3.56266979780639,-3.4215162389121114,-226.41,1,QSbio
3lhr_1.pdb,0.9924232,-6849.053000000001,-4502.1743,-3.8387735182681455,-4.207471348824218,-190.6,1,QSbio
3lhx_1.pdb,0.904271,-3559.816,-1816.3934,-4.019147894752072,-3.8399095433763986,-91.47,0,QSbio
3ljb_2.pdb,0.09951345,-1626.1029999999994,-1580.7189,1.0249223923570012,-0.5774103260632045,-53.1,0,QSbio
3ljs_1.pdb,0.69622993,-2143.6820000000002,-1944.9404,-4.4176095160411295,-1.6162335656010411,-94.04,0,QSbio
3lmb_1.pdb,0.99218243,-3161.651,-4397.442,-6.272378206550317,-5.7942212741244505,-106.18,0,QSbio
3lmn_8.pdb,0.07983268,-3345.11,-636.8906,0.10790530671292446,0.11011268493122624,-18.75,1,Dunbrack
3lo3_3.pdb,0.992459,-4577.719,-3105.6904,-4.44229513246476,-4.821910038460497,-201.52,1,QSbio
3lp9_1.pdb,0.06703789,-1698.989,-912.66876,-3.7009100169927205,-3.866577931009304,-57.86,0,QSbio
3lpm_1.pdb,0.21805990000000006,-2741.8109999999997,-1107.0062,-1.8634156860919224,-1.4831749150084077,-102.56,0,QSbio
3lqe_5.pdb,0.010771266000000002,-876.674,-786.7747,5.361437603003887,5.36129629138645,-2.44,0,Dunbrack
3lqn_1.pdb,0.5647287,-5044.472,-3756.6968,-4.529988841369642,-4.521091084015787,915.74,1,QSbio
3lrq_1.pdb,0.99232435,-3204.192,-3357.9097,-4.67038403873544,-4.814397382147939,-149.71,1,QSbio
3lrq_2.pdb,0.9919898,-2848.223,-2836.691,-3.4853034824390554,-4.384017529453507,-120.93,1,QSbio
3ltv_1.pdb,0.7970778000000001,-2241.325,-2271.0460000000007,-4.624528392287449,-4.376534587529633,-60.23,0,QSbio
3lv9_1.pdb,0.66489416,-2938.587,-2287.254,-1.9480440530057848,-1.905221983741986,-60.96,0,QSbio
3lwb_1.pdb,0.16962317,-2120.529,-1409.5062,1.0080625881833016,-2.4699262620888205,-61.47,0,QSbio
3lxy_1.pdb,0.99243367,-4470.8859999999995,-4161.7563,-6.0873552923091125,-6.051804113612821,-160.4,0,QSbio
3lya_4.pdb,0.03010266,-1905.634,-489.51855,-2.3362080166309305,-2.3388774326697366,-14.04,0,Dunbrack
3lyc_3.pdb,0.9660309,-2774.2,-3456.088,-3.04184732537032,-4.1562323183382786,-65.5,0,QSbio
3lyn_1.pdb,0.50530756,-2415.7129999999997,-1485.7415,1.627164543149747,1.0238243461013663,-48.18,0,QSbio
3lyp_1.pdb,0.99193084,-3593.189000000001,-2848.7502,-4.770511975463035,-4.438931889698434,-101.34,0,QSbio
3lza_1.pdb,0.41115817,-2294.757,-1268.4579,-2.295833050311672,-2.127641846837184,-87.05,0,QSbio
3m45_2.pdb,0.06305311,-1808.781,-766.11115,-1.8595363147229047,-2.0768289194424763,-41.86,1,QSbio
3m5b_1.pdb,0.79326344,-2750.209000000001,-2046.5009,-3.0645996856466544,-3.0172929533750468,-82.02,0,QSbio
3m5u_1.pdb,0.992511,-3899.663,-6281.9785,-6.464128344465796,-6.686531396412475,-185.14,0,QSbio
3m7p_3.pdb,0.7982468,-4238.0459999999985,-4749.8926,4.573111873228926,4.574638807064847,-80.34,0,Dunbrack
3me4_1.pdb,0.07379159,-2814.584000000001,-451.74127,0.5701031134356972,-0.1663280761991989,-38.69,0,Dunbrack
3mg9_3.pdb,0.10548426,-2457.641,-1346.3298,0.5488782603154939,0.5475927402636139,-11.05,1,Dunbrack
3mgc_2.pdb,0.45316392,-6079.66,-1799.2347,-3.5174497781281167,-3.5148943793727216,284.01,1,Dunbrack
3ml6_3.pdb,0.6007444000000001,-4126.583,-1491.0454,-2.6002383650136816,-0.8782801418322382,-110.59,0,Dunbrack
3ml6_7.pdb,0.043331053,-2317.7870000000007,-497.89,0.7720950637927951,0.7611422687040008,25.28,0,Dunbrack
3mlo_3.pdb,0.039720353,-1480.8039999999999,-844.5361300000002,-1.5819795821641809,-1.5394145434275672,-17.58,0,Dunbrack
3mlp_10.pdb,0.89308155,-4057.509,-2354.1223,0.5206757531470958,3.035161872414332,-96.63,0,Dunbrack
3mnd_1.pdb,0.89328736,-2628.0559999999996,-2154.4875,-4.133998626318265,-4.642060116329429,-65.91,1,QSbio
3mq4_1.pdb,0.7775847,-2135.331,-2119.0522,-5.557489264435011,-5.5654107668468615,-93.57,0,QSbio
3msq_6.pdb,0.9922457,-4674.8279999999995,-3633.4429,-3.0566731987749267,-3.0355264649128966,-153.56,0,QSbio
3mt5_4.pdb,0.02531082,-2253.4320000000002,-383.0966,1.1597348363419415,1.1631960800850596,6.09,0,Dunbrack
3mux_1.pdb,0.9915786,-2361.8579999999997,-3888.974,-6.516144671059733,-6.4162993896855305,-93.8,0,QSbio
3mxo_2.pdb,0.32641548,-2441.081,-1153.6697,-1.154820023256799,-0.3334783097307953,-49.93,0,QSbio
3n3m_1.pdb,0.99257565,-8786.832,-6484.5063,-7.4387911707877885,-7.302592285592984,-263.11,0,QSbio
3n5c_1.pdb,0.814747,-5399.209,-1875.1968,-3.5208789773276994,1.1854836055635067,-100.59,0,Dunbrack
3n77_3.pdb,0.92374384,-3193.9240000000004,-2140.0388,-2.1136014790363684,-1.5450078554007394,-107.11,0,QSbio
3nan_2.pdb,0.0026100064000000004,393.963,77.6481,-3.0867268633062785,-3.085893035747272,-3.07,0,Dunbrack
3nc1_5.pdb,0.015159358,-1278.772,-580.4738,-3.2662469321536043,-3.251520708503348,2.94,0,Dunbrack
3nfc_1.pdb,0.61460054,-2096.8379999999997,-1958.9637,-1.0788850206913287,-1.0355830173884706,-47.16,1,QSbio
3nib_1.pdb,0.4866818,-2030.4579999999999,-1381.8319,-4.4258341484733466,-4.429390382150368,-57.28,0,QSbio
3nj2_1.pdb,0.632235,-2810.9320000000002,-1790.6925,2.064824307636423,1.7259923405395838,-96.11,0,QSbio
3npc_2.pdb,0.6181606,-3654.2070000000003,-1684.7338,-2.9447545950793805,-2.751043067396425,-89.17,0,Dunbrack
3nrd_1.pdb,0.99215907,-3577.821,-3167.275,-6.906089954332192,-5.950793307202091,-100.67,1,QSbio
3nuh_5.pdb,0.005591621,-1861.953,807.19525,-1.4399693802339917,-1.4343637083475056,-0.64,1,Dunbrack
3nur_2.pdb,0.9924806,-10617.989,-5056.9414,-4.554696961486783,-4.551319965250729,-260.51,0,QSbio
3nyl_3.pdb,0.009237567,-1308.79,-731.3364,-1.167002376307361,-1.164623246094875,1063.89,1,Dunbrack
3nyo_3.pdb,0.005351605400000001,-906.825,-16.319832,-0.5284830631951339,-0.19113476646362806,-8.17,0,Dunbrack
3nzp_2.pdb,0.05107482,-2394.044,-18.201172,6.175730460185993,7.357042742122687,-46.35,0,QSbio
3nzr_2.pdb,0.7655847,-1773.329,-3008.8784,-4.6417298062173575,-4.550359934031024,-90.81,1,QSbio
3o0m_1.pdb,0.99230516,-4081.1279999999997,-3638.2131,-5.596198977182894,-5.596194463780012,-133.25,1,QSbio
3o51_5.pdb,0.59616,-4277.192,-1904.6536,-3.1453762301736794,-3.186130181399818,79.16,0,Dunbrack
3o63_1.pdb,0.1096222,-2423.258,-944.35,-4.2676774686615015,-4.267683280480021,-50.19,1,QSbio
3o77_2.pdb,0.59460765,-2467.2,-2110.7666,-2.754602993251994,-2.7643374656353963,13.53,0,Dunbrack
3o9s_1.pdb,0.052073676,-1885.211,-687.5616,0.02942454602886833,-0.1998617523100905,-3.33,1,QSbio
3oa4_1.pdb,0.99249345,-5618.945,-4956.6,-5.048728151255535,-5.052856106242884,-235.67,0,QSbio
3obh_1.pdb,0.6604141,-2785.87,-1552.6571,-3.164224847735431,-1.066608877904283,-106.71,1,QSbio
3oco_1.pdb,0.9826748,-3908.9809999999998,-2777.3042,-2.9351710313223216,-3.0620237131119246,-106.92,1,QSbio
3oet_2.pdb,0.67398834,-2332.827,-2546.5896,-6.245001473362257,-5.899967531159498,,1,QSbio
3okt_4.pdb,0.010205008,-657.178,-888.7583,-4.472296009712911,-4.471954298152539,1.47,0,Dunbrack
3ooo_1.pdb,0.032437515,-1046.944,-888.6583,-1.8419318865872103,-0.5568897633946733,-54.54,1,QSbio
3opu_23.pdb,0.003593666,-1237.1989999999996,492.75177,-2.3001158782857707,-2.299872380848349,9.25,0,Dunbrack
3orr_1.pdb,0.7727188,-3755.634,-2489.0557,-3.4134561186923835,-3.174719612473518,-157.8,0,QSbio
3oxp_1.pdb,0.62479234,-1703.599,-2598.5613,-3.581311005584132,-3.6256193205215936,-77.11,1,QSbio
3oym_4.pdb,0.06753801,-2053.235,-1017.7206,7.035323473620047,7.043415111863995,-33.37,0,Dunbrack
3p0c_3.pdb,0.075494915,-2303.496,-665.3971,-2.137365481736244,-1.4749466904081894,-23.11,0,QSbio
3p0u_1.pdb,0.8155998000000001,-2878.272,-2609.91,0.2260679831598804,0.05368461258691014,-69.19,0,QSbio
3p27_1.pdb,0.008640879,-2385.375,525.4540000000002,-0.7392034770264079,0.6875314357059682,8.26,0,Dunbrack
3p3d_2.pdb,0.09022367,-2337.9139999999998,-767.4754,-1.016359011242205,-1.0163514044165094,-75.8,0,QSbio
3p4y_1.pdb,0.06114842700000001,-2263.195,-284.51767,-1.6384945933796211,-1.5553746245297462,-102.45,0,Dunbrack
3p9x_1.pdb,0.055338107,-1053.6989999999996,-1149.2046,-4.675575081951559,-4.677591927112376,-62.74,1,QSbio
3pbb_5.pdb,0.07825569,-1512.862,-1711.9128,0.6807583049427561,-0.6097891779133124,-20.66,0,Dunbrack
3pc6_1.pdb,0.040105432,-1936.273,,-0.4898997294971713,0.2796901930822502,-35.65,0,QSbio
3pc7_1.pdb,0.083706364,-2238.715,-669.9097,-1.2265613874730679,-1.2265936126387185,-56.5,0,QSbio
3pf9_1.pdb,0.2499172,-3165.735,-1641.5527,-3.62849818346767,-3.6284993553614857,-71.31,0,QSbio
3pfy_4.pdb,0.59942484,-3268.719,-1637.2468,-1.8698761202732253,-1.8728595158998032,-61.74,0,Dunbrack
3pim_1.pdb,0.96727294,-4284.639,-2140.9197,-4.967441616208961,-5.098219861832548,-137.17,0,Dunbrack
3pl2_2.pdb,0.92229235,-3618.467,-2165.3242,-4.975672341254565,-5.443216180931299,-92.78,1,QSbio
3pm7_1.pdb,0.9285525,-3396.272,-2068.005,-3.769828930364542,-3.5350524509900008,-138.17,1,QSbio
3pnd_8.pdb,0.4148457,-2696.1479999999997,-1604.8973,-1.5701059664335817,-1.9172410519005945,-57.22,1,Dunbrack
3ppe_1.pdb,0.51672137,-3472.825,-1352.602,-1.5821844589928489,-0.9966585069811148,-103.5,1,QSbio
3ppl_1.pdb,0.9375774,-7599.424,-5849.5273,-5.9378286278306245,-6.237572937799268,,0,QSbio
3pr8_1.pdb,0.99228746,-3613.426,-3620.9,-5.590723471057947,-5.506190373003896,-137.67,0,QSbio
3prb_7.pdb,0.03269153,-1089.494,-687.3174,-1.80614063359732,-1.1797469328730454,-7.38,1,Dunbrack
3pu7_1.pdb,0.6246389,-1956.245,-2138.6543,-4.2548067169749135,-4.0659978183526775,-75.46,1,QSbio
